Analysis_Source	Name (extracted)	Citing Article	Citied Article	Features	Name_Variants	Homepage_URL
cited_context	dataset of more than 87000 images spanning across 25 different classes	https://doi.org/10.1109/ICAST55766.2022.10039614 (2022)	https://doi.org/10.1016/j.compag.2018.01.009 (2018)	The dataset of more than 87,000 images spanning 25 different classes is used to train deep learning models for plant disease detection and diagnosis. It focuses on improving model generalization by leveraging a diverse set of classes, enhancing the accuracy and robustness of disease identification in various plant species.		
cited_context	data of the previous 11 years	https://doi.org/10.1155/2019/9142753 (2019)	https://doi.org/10.1007/0-387-29295-0_79 (2005)	The dataset of the previous 11 years is used to train back propagation neural networks for predicting apple tree diseases and pests. It focuses on historical data for model development, enabling researchers to build predictive models based on past occurrences of diseases and pests. This approach helps in enhancing the accuracy of disease and pest prediction, supporting proactive management strategies in apple orchards.		
cited_context	Original Cassava	https://doi.org/10.1016/j.compag.2021.106125 (2020)	https://doi.org/10.3389/fpls.2017.01852 (2017)	The 'Original Cassava' dataset is used to train and evaluate the Inception V3 model for image-based cassava disease detection. It focuses on achieving high accuracy in identifying diseased plants, enabling researchers to develop robust machine learning models for agricultural applications. The dataset's images are crucial for training algorithms to recognize various cassava diseases, enhancing the precision of disease diagnosis in cassava crops.		
cited_context	P1antVillage	https://doi.org/10.1109/ACCESS.2021.3069646 (2021)		The P1antVillage dataset is used to train and validate neural networks for plant disease diagnosis, specifically focusing on image-based recognition of leaf diseases. It employs neural structure search algorithms to enhance model accuracy. This dataset enables researchers to develop and test models that can effectively identify various leaf diseases, contributing to advancements in agricultural technology and plant health management.		
citing_context	PDD271	https://www.semanticscholar.org/paper/844ec19933556ffa84826fa262ab0070cb45c555 (2022)	https://doi.org/10.1109/CVPR.2018.00745 (2017)	The PDD271 dataset is used to evaluate and compare the performance of state-of-the-art deep network architectures, particularly focusing on enhancing accuracy through the integration with SeNet154. This dataset facilitates research in fine-grained recognition models, enabling detailed analysis and improvement of model performance in plant disease diagnosis.		
cited_context	PDDB Embrapa	https://doi.org/10.1016/j.compag.2021.106125 (2020)	https://doi.org/10.1016/J.PROCS.2018.07.070 (2018)	The PDDB Embrapa dataset is extensively used for training and evaluating deep learning models, such as CNNs, AlexNet, GoogLeNet, and ResNet-B, for plant disease recognition. It supports classification tasks across diverse crops, covering 23 to 79 disease classes under both controlled and real environmental conditions. The dataset is crucial for diagnosing and predicting crop diseases, particularly focusing on lesion and spot recognition, with reported accuracies up to 94%. It has been utilized in 45 studies, enabling robust model performance assessments and advancing plant health monitoring.		
cited_context	Peach Plant Village	https://doi.org/10.14569/ijacsa.2022.0130484 (2022)	https://doi.org/10.1016/J.AIIA.2021.05.002 (2021)	The 'Peach Plant Village' dataset is used to train and evaluate a hybrid model that combines a convolutional autoencoder and a convolutional neural network for plant disease detection. This approach achieves 98% accuracy, highlighting the dataset's utility in developing robust machine learning models for identifying plant diseases.		
citing_context	pest data set	https://doi.org/10.3390/plants12010200 (2023)	https://doi.org/10.3390/info12120495 (2021)	The 'pest data set' is used to cluster anchor sizes for pest detection, employing the K-means algorithm. Research focuses on investigating the relationship between K values and mean Intersection over Union (mIoU), optimizing the performance of object detection models. This dataset enables researchers to enhance the accuracy and efficiency of pest detection systems by fine-tuning clustering parameters.		
cited_context	Pest24	https://doi.org/10.3389/fpls.2022.973985 (2022)	https://doi.org/10.1016/j.compag.2020.105522 (2020)	The Pest24 dataset is used to evaluate the performance of the AF-RCNN model combined with Faster R-CNN for detecting multi-category agricultural pests. This dataset enables researchers to assess the accuracy and efficiency of these models in identifying various pests, contributing to the development of advanced pest management systems.		
cited_context	Pest Image DataSet	https://doi.org/10.1016/j.compag.2021.106125 (2020)	https://doi.org/10.1109/CAC.2018.8623223 (2018)	The Pest Image DataSet is used to train and evaluate convolutional neural networks for recognizing common agricultural and forestry pests, focusing on image classification accuracy. This dataset enables researchers to develop and test machine learning models that can accurately identify pests from images, enhancing pest management practices.		
citing_context	PestNet	https://doi.org/10.3390/technologies12070101 (2024)	https://doi.org/10.3390/ai4040050 (2023)	The PestNet dataset is used to train and evaluate pest detection models, focusing on high-resolution images of 16 species with 582,170 bounding boxes. It achieves a 75.46% mean Average Precision (mAP), enabling researchers to develop and refine algorithms for accurate pest identification in agricultural settings.		
cited_context	pest tangerine database	https://doi.org/10.1109/CVPRW50498.2020.00043 (2020)	https://doi.org/10.20944/PREPRINTS201811.0161.V1 (2018)	The 'pest tangerine database' is used to train and evaluate deep learning models, particularly CNNs, for recognizing and classifying pests in tangerine crops. It focuses on image classification and object detection of 10 macro-insects, including the Psyllid, to enhance pest management and disease vector control. The dataset supports research in developing accurate and robust pest recognition systems, emphasizing the application of advanced deep learning methods in agricultural settings.		
citing_context	Plant and Village Data sets	https://doi.org/10.1109/ICSES60034.2023.10465557 (2023)	https://doi.org/10.1007/s10586-020-03133-y (2020)	The Plant and Village Data sets are used to evaluate various computational methodologies for agricultural applications. Researchers compare the effectiveness and potential uses of these methodologies in the field, focusing on practical agricultural challenges. The dataset enables the assessment of different computational techniques, providing insights into their applicability and performance in real-world scenarios.		
cited_context | citing_context	PlantCLEF	https://doi.org/10.3389/fpls.2022.983625 (2022), https://doi.org/10.3389/fpls.2020.559172 (2021)	https://www.semanticscholar.org/paper/396ddce96515e68e9c2e054df6ae8b74a3dcb000 (2015), https://doi.org/10.3389/fpls.2017.01741 (2017)	The PlantCLEF dataset is used for classifying plant species, specifically in the PlantCLEF 2015 challenge, where deep convolutional neural networks were employed to classify 1,000 plant species. This dataset enables researchers to develop and test advanced machine learning models for plant identification, contributing to biodiversity research and ecological studies.; The PlantCLEF dataset is used to pre-train a PlantNet backbone network, providing low-level domain knowledge essential for plant and disease identification. This pre-training enhances the model's performance in subsequent disease detection tasks, leveraging the dataset's extensive plant imagery to improve recognition accuracy.		
cited_context	PlantCLEF2022	https://doi.org/10.3389/fpls.2023.1225409 (2023)	https://www.semanticscholar.org/paper/268d347e8a55b5eb82fb5e7d2f800e33c75ab18a (2020)	The PlantCLEF2022 dataset is leveraged for versatile plant disease recognition using a ViT-based model. It contains 2,885,052 annotated images across 80,000 classes, which enhances the model's versatility and accuracy in recognizing a wide range of plant diseases. This large-scale dataset supports research aimed at improving the robustness and generalization of plant disease recognition systems.		
cited_context	plant disease dataset	https://doi.org/10.3389/fpls.2020.00898 (2020)	https://doi.org/10.3390/SYM11070939 (2019)	The plant disease dataset is used to train and evaluate deep learning models for detecting plant diseases, with a focus on assessing model performance under different meteorological conditions. This dataset enables researchers to develop more robust models that can accurately identify diseases in various environmental settings.		
cited_context	Plant Disease Recognition dataset	https://www.semanticscholar.org/paper/b74461a923beb76a5fd18f08cae4291bd4ef3127 (2023)	https://doi.org/10.1109/TIP.2021.3049334 (2021)	The Plant Disease Recognition dataset is used to develop and evaluate machine learning models for plant disease recognition. It serves as a large-scale benchmark with 271 plant categories and over 220,000 images, enabling researchers to test the accuracy and robustness of their models in identifying various plant diseases.		
cited_context | citing_context	PlantDoc	https://doi.org/10.1109/ICSSIT53264.2022.9716233 (2022), https://doi.org/10.34133/plantphenomics.0054 (2023), https://doi.org/10.1109/CONECCT55679.2022.9865733 (2022), https://doi.org/10.3389/fpls.2022.875693 (2022), https://doi.org/10.1186/s13007-021-00722-9 (2021), https://doi.org/10.1145/3493700.3493719 (2022), https://doi.org/10.1109/ICCICA60014.2024.10584860 (2024), https://doi.org/10.3390/agriculture13020510 (2023), https://doi.org/10.1109/ACCESS.2023.3263042 (2023)	https://doi.org/10.1145/3371158.3371196 (2019)	The PlantDoc dataset is used to train, test, and validate models for visual plant disease detection. It focuses on improving the accuracy, reliability, and robustness of disease recognition algorithms, particularly in identifying diseased leaves and classifying plant diseases in uncontrolled environments. The dataset covers 13 crops and 17 diseases, comprising 2,598 images, enabling researchers to develop and evaluate object detection models for plant health monitoring.; The PlantDoc dataset is primarily used for training and evaluating models for visual plant disease detection, focusing on 13 plant species and 27 categories, including 17 disease types and 10 healthy plant categories. It contains 2598 data points and is employed with MobileNet, Faster-RCNN, and convolutional neural networks to enhance accuracy and efficiency in disease classification. Studies also explore the impact of data augmentation and snapshot ensembles on model performance, as well as the economic implications of crop production losses due to plant diseases. However, some research indicates potential limitations in the dataset's applicability or the methods used, as evidenced by low performance in certain studies.		
cited_context	Plant Pathology 2020 challenge dataset	https://doi.org/10.1109/ACCESS.2021.3069646 (2021), https://www.semanticscholar.org/paper/b74461a923beb76a5fd18f08cae4291bd4ef3127 (2023)	https://www.semanticscholar.org/paper/17005a1bd4189707f17d8bef9a0909c9399f7171 (2020)	The Plant Pathology 2020 challenge dataset is used to classify foliar diseases of apples through image-based detection, employing machine learning models and techniques to enhance the accuracy of plant disease recognition and improve agricultural diagnostics and management. This dataset enables researchers to develop and refine algorithms for better disease identification, contributing to more effective crop health monitoring and intervention strategies.		
citing_context	Plant Town dataset	https://doi.org/10.1109/ICCAMS60113.2023.10526168 (2023)	https://doi.org/10.48084/ETASR.3452 (2020)	The Plant Town dataset is used for programming the location of plant diseases using various classifiers and modern CNN architectures. It focuses on disease detection in plants, enabling researchers to develop and test algorithms for identifying diseased areas accurately. This dataset supports the advancement of machine learning techniques in agricultural health monitoring.		
citing_context	PlantV2020	https://doi.org/10.1109/CONECCT55679.2022.9865733 (2022)	https://www.semanticscholar.org/paper/17005a1bd4189707f17d8bef9a0909c9399f7171 (2020)	The PlantV2020 dataset is used to classify foliar diseases of apples through machine learning techniques. This enhances disease diagnosis accuracy and helps reduce crop loss. The dataset's relevance lies in its application for improving agricultural practices by providing a robust foundation for disease classification models.		
cited_context | citing_context	PlantVillage	https://doi.org/10.1109/IWCMC65282.2025.11059664 (2025), https://doi.org/10.46604/ijeti.2021.8244 (2021), https://doi.org/10.1109/RAEEUCCI63961.2025.11048289 (2025), https://doi.org/10.34133/plantphenomics.0054 (2023), https://doi.org/10.48129/kjs.v49i1.10586 (2021), https://doi.org/10.1109/AIC55036.2022.9848882 (2022), https://doi.org/10.18196/jrc.v4i6.20342 (2023), https://doi.org/10.3389/fpls.2022.983625 (2022), https://doi.org/10.3389/fpls.2016.01419 (2016), https://doi.org/10.1109/LA-CCI58595.2023.10409445 (2023), https://doi.org/10.1186/s12870-024-04825-y (2024), https://doi.org/10.1109/COMPAS60761.2024.10796774 (2024), https://doi.org/10.3389/fpls.2024.1443815 (2024), https://doi.org/10.34256/ijcci2115 (2021), https://doi.org/10.1109/ICICV64824.2025.11085739 (2025), https://doi.org/10.1109/ICEECT61758.2024.10739253 (2024), https://doi.org/10.3390/agronomy12102395 (2022), https://doi.org/10.1109/SSITCON62437.2024.10796375 (2024), https://doi.org/10.1109/ICAAIC60222.2024.10575163 (2024), https://www.semanticscholar.org/paper/17005a1bd4189707f17d8bef9a0909c9399f7171 (2020), https://doi.org/10.3389/fpls.2022.813050 (2022), https://doi.org/10.1109/ACCESS.2023.3284760 (2023), https://doi.org/10.48550/arXiv.2309.01903 (2023), https://doi.org/10.1016/j.compag.2021.106125 (2020), https://doi.org/10.1016/j.ecoinf.2020.101182 (2021), https://doi.org/10.3390/ELECTRONICS10172064 (2021), https://doi.org/10.1109/ACCESS.2024.3358333 (2024), https://doi.org/10.1007/s00521-023-08693-9 (2023), https://doi.org/10.1109/ACCESS.2023.3240100 (2023), https://doi.org/10.1155/2022/3287561 (2022), https://doi.org/10.3390/s21144749 (2021), https://doi.org/10.34133/2019/9237136 (2019), https://doi.org/10.3390/s23156844 (2023), https://doi.org/10.1109/ICACS55311.2023.10089689 (2023), https://doi.org/10.1109/AGRO-GEOINFORMATICS.2017.8047016 (2017), https://doi.org/10.1109/ACCESS.2023.3263042 (2023), https://doi.org/10.1186/s13007-020-00624-2 (2020), https://doi.org/10.1007/s12652-021-03289-4 (2021), https://doi.org/10.3390/AGRIENGINEERING3030035 (2021), https://doi.org/10.1109/AIPR.2018.8707385 (2018), https://doi.org/10.1109/ACCESS.2022.3232917 (2023), https://doi.org/10.1109/IC_ASET53395.2022.9765923 (2022), https://doi.org/10.14569/ijacsa.2022.0130484 (2022), https://doi.org/10.1007/s41348-022-00660-1 (2022), https://doi.org/10.1007/s11042-023-15226-y (2023), https://doi.org/10.3390/app12125919 (2022), https://doi.org/10.1109/ACCESS.2020.3025196 (2020), https://doi.org/10.3389/fpls.2024.1355941 (2024), https://doi.org/10.1109/IES50839.2020.9231784 (2020), https://doi.org/10.1109/ICRAIE51050.2020.9358279 (2020), https://doi.org/10.1109/ACCESS.2019.2938194 (2019), https://doi.org/10.1109/BigData47090.2019.9006567 (2019), https://doi.org/10.3390/agriculture12010009 (2021), https://doi.org/10.1109/ACCESS.2021.3119655 (2021), https://doi.org/10.1109/CVPRW50498.2020.00043 (2020), https://doi.org/10.3389/fpls.2020.559172 (2021), https://doi.org/10.1007/s11831-021-09588-5 (2021), https://doi.org/10.1080/09720510.2020.1724628 (2020), https://doi.org/10.1109/IC3I56241.2022.10072786 (2022), https://doi.org/10.1109/ICMLA.2016.0178 (2016), https://doi.org/10.1109/IDCIoT59759.2024.10467525 (2024), https://doi.org/10.32604/cmc.2021.017700 (2021), https://doi.org/10.1016/j.dib.2023.108941 (2022), https://doi.org/10.1109/IBCAST51254.2021.9393311 (2021), https://doi.org/10.1109/tase.2020.3041499 (2020), https://doi.org/10.3390/agriculture12122047 (2022), https://doi.org/10.4081/jae.2022.1432 (2022), https://doi.org/10.23919/SPA.2019.8936759 (2019), https://doi.org/10.3390/sym12071065 (2020), https://doi.org/10.1109/ACCESS.2021.3131002 (2021), https://doi.org/10.1186/s13007-021-00722-9 (2021), https://doi.org/10.3390/plants8110468 (2019), https://doi.org/10.4108/eetpht.9.4001 (2023), https://doi.org/10.1145/3493700.3493719 (2022), https://doi.org/10.1109/BigData47090.2019.9006556 (2019), https://doi.org/10.1109/ICCIC.2017.8524301 (2017), https://doi.org/10.1007/s10044-022-01086-z (2022), https://doi.org/10.3390/agriculture11100981 (2021), https://doi.org/10.1007/s42979-022-01514-1 (2022), https://doi.org/10.1007/s13198-020-00972-1 (2020), https://doi.org/10.1109/INCET51464.2021.9456114 (2021), https://doi.org/10.1109/ICIPTM59628.2024.10563558 (2024), https://doi.org/10.1016/j.compag.2019.105162 (2019), https://www.semanticscholar.org/paper/b4a019ec09057a53674ddedccd39197c1d492615 (2017), https://doi.org/10.3390/AGRIENGINEERING3030032 (2021), https://doi.org/10.1007/s10462-023-10517-0 (2023), https://doi.org/10.3390/math10040580 (2022), https://doi.org/10.1109/ACMI53878.2021.9528199 (2021), https://doi.org/10.1109/IC3INA.2018.8629518 (2018), https://doi.org/10.1109/ACCESS.2021.3069646 (2021), https://doi.org/10.1109/ACCESS.2022.3200688 (2022), https://doi.org/10.1109/ACCESS.2020.3031914 (2020), https://doi.org/10.3390/SYM11070939 (2019), https://doi.org/10.3390/plants9101302 (2020), https://doi.org/10.3390/agriculture11080707 (2021)	https://www.semanticscholar.org/paper/3e2da7c1c7dfc7960d1515b61f32fdc55359eea7 (2015)	The PlantVillage dataset is primarily used for training and evaluating machine learning models, particularly deep learning models, for plant disease diagnosis. It contains 54,306 images of 14 crop species with 26 diseases or healthy states, enabling researchers to develop and test models for mobile disease diagnostics. Studies focus on classification accuracy, model performance, and feature extraction, often using techniques like CNNs, AlexNet, GoogLeNet, and SVMs. The dataset supports research in image-based plant health assessment, highlighting both advancements and limitations in machine learning approaches.; The PlantVillage dataset is primarily used for training and evaluating machine learning models, particularly deep learning models like CNNs and SVMs, for plant disease diagnosis. It focuses on image-based detection methods for various crops, including potatoes, tomatoes, and corn. The dataset provides labeled images for training and testing, enabling researchers to assess model accuracy and effectiveness in real-world conditions. Specific research applications include detecting diseases such as early blight, late blight, and powdery mildew, as well as evaluating image quality metrics for mobile disease diagnostics.		
citing_context	PlantVillage collection	https://doi.org/10.1109/RAEEUCCI63961.2025.11048289 (2025)	https://doi.org/10.3390/info12110474 (2021)	The PlantVillage collection dataset is used to train and evaluate plant disease detection algorithms, specifically focusing on image-based classification. It includes over 3000 images of 14 plant species. Researchers employ this dataset to develop and test models like an improved YOLOv5 algorithm, aiming to enhance the accuracy of plant disease recognition.		
cited_context	PlantVillage database	https://doi.org/10.1155/2022/2845320 (2022), https://doi.org/10.46604/ijeti.2021.7346 (2021), https://doi.org/10.1109/CVPRW50498.2020.00043 (2020), https://doi.org/10.3390/agriculture12010009 (2021), https://doi.org/10.32604/cmc.2021.017700 (2021)	https://doi.org/10.1109/TLA.2018.8444395 (2018)	The PlantVillage database is primarily used for training and testing machine learning models, particularly deep learning models, for plant disease diagnosis. It provides a comprehensive set of annotated images, which are utilized to develop and evaluate models such as hybrid models, CNNs, DenseNet-121, VGG-16, and neuro-fuzzy logic classifiers. Research focuses on image-based classification of disease symptoms in various plants, including rice, apple, and tomato leaves, with an emphasis on improving model accuracy and performance.		
cited_context | citing_context	PlantVillage Dataset	https://doi.org/10.1109/CONECCT55679.2022.9865733 (2022), https://www.semanticscholar.org/paper/844ec19933556ffa84826fa262ab0070cb45c555 (2022), https://doi.org/10.3844/jcssp.2023.1438.1449 (2023), https://doi.org/10.1109/ACCESS.2022.3187203 (2021), https://doi.org/10.3390/ELECTRONICS10172064 (2021), https://doi.org/10.1186/s13007-021-00722-9 (2021), https://doi.org/10.1145/3493700.3493719 (2022), https://doi.org/10.1109/EASCT59475.2023.10392310 (2023), https://doi.org/10.1109/IC_ASET53395.2022.9765923 (2022)	https://www.semanticscholar.org/paper/3e2da7c1c7dfc7960d1515b61f32fdc55359eea7 (2015), https://doi.org/10.13005/ojcst13.0203.11 (2021)	The PlantVillage Dataset is used to train and evaluate deep learning models for classifying healthy and diseased plants, particularly in cotton and other crops. It contains 220,592 labeled images across 271 disease categories, making it the largest available dataset for plant disease recognition. Researchers use it to assess model performance, robustness, and generalization capabilities, focusing on classification accuracy and the development of mobile disease diagnostics. The dataset's extensive size and variety of disease categories enable comprehensive testing and comparison of machine learning algorithms in agricultural image processing.; The PlantVillage Dataset is primarily used for training and evaluating models to detect and classify plant diseases, particularly in potato leaves and other crops. It employs deep learning techniques such as CNNs, FFNNs, and transfer learning with pretrained models like AlexNet and GoogLeNet. The dataset includes 50,000 images of 14 crop varieties and 26 diseases, enabling researchers to achieve high accuracy rates in diagnosing specific diseases like early blight, late blight, and bacterial leaf spot. The dataset's diverse images of diseased and healthy leaves facilitate robust model training and evaluation.		
cited_context	PlantVillage image set	https://doi.org/10.3389/fpls.2019.01550 (2019)	https://doi.org/10.1016/J.COMPAG.2018.04.002 (2019)	The PlantVillage image set is used for training and evaluating machine learning models to diagnose plant diseases, with a focus on classification using images captured by mobile devices in real-world conditions. This dataset enables researchers to develop and test algorithms that can accurately identify plant diseases, enhancing the practical applicability of these models in field settings.		
cited_context	PlantVillage Kaggle dataset	https://doi.org/10.1186/s40537-023-00863-9 (2024)	https://doi.org/10.1038/s41598-022-21498-5 (2022)	The PlantVillage Kaggle dataset is used to develop and evaluate deep learning models for tomato plant leaf disease localization and classification. Researchers focus on enhancing the accuracy and robustness of these models, utilizing the dataset's extensive collection of labeled images to train and validate their approaches. This enables precise identification and localization of diseases, advancing the field of plant health monitoring.		
cited_context	plant-village leaf disease database	https://doi.org/10.4018/ijismd.315126 (2022)	https://doi.org/10.1109/JSTSP.2015.2505682 (2015)	The plant-village leaf disease database is used to train deep convolutional neural networks for detecting diseases in 14 crop species. Containing 54,306 images of 26 diseases, the dataset enables researchers to achieve high accuracy (99.35%) in disease detection within controlled settings. This facilitates the development and validation of machine learning models for agricultural health monitoring.		
cited_context	PlantVillage open dataset	https://doi.org/10.1109/BigData47090.2019.9006567 (2019)	https://www.semanticscholar.org/paper/3e2da7c1c7dfc7960d1515b61f32fdc55359eea7 (2015)	The PlantVillage open dataset is used to classify black rot apple diseases using machine learning, achieving an average accuracy of 90%. This dataset supports the development of mobile disease diagnostics, enabling researchers to improve the accuracy and efficiency of disease identification in apples through computational methods.		
cited_context	PlantVillage (PV)	https://doi.org/10.3390/s23208519 (2023)	https://doi.org/10.3390/s23156949 (2023)	The PlantVillage (PV) dataset is used to enhance and explore plant disease detection through image-based classification. It provides labeled images of diseased and healthy plants, which are used to develop and train models, particularly vision transformers, for improved visual recognition of plant diseases. The dataset supports the creation of composite datasets to enhance model training and accuracy.		
citing_context	PlantVillages	https://doi.org/10.31577/cai_2023_6_1378 (2023)		The PlantVillages dataset is used to train machine learning models, such as plantNet, on approximately 20,000 images of healthy and diseased plants. This training focuses on diagnosing plant diseases, enabling researchers to develop and test algorithms that can accurately identify various plant health conditions. The dataset's large and diverse image collection supports robust model training and validation.		
cited_context	PlantVillage Subset	https://doi.org/10.1016/j.compag.2021.106125 (2020)	https://doi.org/10.1145/3207677.3277952 (2018)	The PlantVillage Subset dataset is used to train and evaluate machine learning models for crop disease recognition, specifically focusing on 9,214 images across 6 classes and tomato images in a controlled environment. The dataset employs RGB data to enhance model accuracy in recognizing diseases, enabling researchers to develop robust diagnostic tools.		
cited_context	PlantVillage Tomato CA	https://doi.org/10.3390/plants8110468 (2019)	https://doi.org/10.1016/J.PROCS.2018.07.070 (2018)	The PlantVillage Tomato CA dataset is used to classify tomato crop diseases through pre-trained deep learning algorithms, particularly AlexNet and VGG-16 models, in real-field settings. This dataset enables researchers to evaluate the performance of these models in accurately diagnosing diseases, contributing to the development of robust disease classification systems.		
cited_context	PLD dataset	https://doi.org/10.3390/ELECTRONICS10172064 (2021)	https://doi.org/10.1109/CVPR.2017.243 (2016)	The PLD dataset is used to evaluate the performance of the PDDCNN model through transferred learning with various deep learning architectures, including VGG16, InceptionResNetV2, DenseNet_121, DenseNet169, and Xception. It focuses on plant disease diagnosis, enabling researchers to assess the effectiveness of these models in identifying plant diseases.		
cited_context	Potato Leaf Dataset (PLD)	https://doi.org/10.3390/ELECTRONICS10172064 (2021)	https://doi.org/10.1109/ComPE49325.2020.9200015 (2020)	The Potato Leaf Dataset (PLD) is primarily used to train and evaluate models for detecting potato leaf diseases, specifically early blight and late blight. Researchers employ image segmentation and deep learning techniques, including CNNs and SVMs, to achieve high accuracy in disease classification. The dataset includes labeled images of diseased and healthy leaves, enabling robust model training and evaluation.		
citing_context	private and public datasets of tomato leaf images	https://doi.org/10.51983/ajcst-2023.12.2.3735 (2023)	https://doi.org/10.4081/jae.2022.1432 (2022)	The dataset 'private and public datasets of tomato leaf images' is mentioned in research citations but lacks detailed descriptions of its usage. There is no explicit evidence of its application in plant disease diagnosis, pest detection, or any specific methodologies or research questions. The dataset's role and impact in research are not clearly defined based on the provided information.		
cited_context | citing_context	Public dataset	https://doi.org/10.34133/plantphenomics.0054 (2023), https://doi.org/10.1155/2022/2845320 (2022), https://doi.org/10.1109/ACCESS.2024.3428553 (2024), https://doi.org/10.3390/app12125919 (2022)	https://doi.org/10.3389/fpls.2016.01419 (2016), https://doi.org/10.1145/3065386 (2012)	The dataset of 54,305 diseased and healthy plant leaf images is used to train Convolutional Neural Networks (CNNs) for identifying 26 diseases in 14 plant species. Collected under controlled conditions, these high-quality images enable robust machine learning models for accurate disease classification. This approach supports research in automated plant disease diagnosis, enhancing agricultural monitoring and management systems.; The public dataset is used to train and evaluate deep convolutional neural networks (CNNs), specifically AlexNet and GoogLeNet, for plant disease diagnosis. It focuses on image classification tasks, enabling the identification of 14 crop species and 26 diseases with high accuracy. The dataset supports research in image-based diagnosis methods, enhancing the precision of disease detection from leaf images.	public dataset of 54,305 diseased and healthy plant leaf images	
cited_context	publicly available dataset of the bell pepper plant	https://doi.org/10.3390/s21144749 (2021)	https://doi.org/10.1109/PDGC50313.2020.9315821 (2020)	The publicly available dataset of the bell pepper plant is used to train and evaluate deep learning models for disease classification. Research focuses on assessing model performance and accuracy in identifying diseases in bell pepper plants. This dataset enables researchers to develop and refine algorithms that can accurately diagnose plant diseases, contributing to improved agricultural practices and plant health management.		
cited_context	PV dataset	https://doi.org/10.1007/s10462-023-10517-0 (2023)	https://doi.org/10.1080/22797254.2017.1391054 (2018)	The PV dataset is used to train, evaluate, and validate deep learning models for plant disease diagnosis, focusing on improving detection accuracy. It is applied to various crops, including potatoes, grapes, soybeans, tomatoes, and strawberries, using architectures like MobileNetV2, AlexNet, GoogleNet, and PLSDA. Research emphasizes optimizing model parameters, such as batch size and iterations, and employing attention mechanisms and preprocessing techniques to enhance classification performance.		
cited_context | citing_context	PVD	https://doi.org/10.1109/ACCESS.2023.3284760 (2023)	https://doi.org/10.1080/14693062.2022.2085650 (2022), https://doi.org/10.1016/J.COMPIND.2019.02.003 (2019)	The PVD dataset is used for evaluating and training machine learning models, specifically CNNs, for diagnosing plant diseases through image analysis. It contains 87,867 photos and has been utilized to test spatially pyramid-oriented and eight-layered CNN methods, achieving high accuracy rates, particularly in diagnosing tomato diseases. The dataset's large size and focus on image-based detection enable robust model training and evaluation.; The PVD dataset is used to evaluate and demonstrate the diagnostic accuracy of deep learning models for plant disease diagnosis. Specifically, it has been employed to achieve high accuracy rates (98.4% for tomatoes) using an eight-layered CNN for image feature extraction and disease classification. It also supports the evaluation of spatially pyramid-oriented CNN methods for diagnosing cucumber and corn diseases, utilizing a large dataset of 87,867 photos. This dataset enables researchers to test and validate the effectiveness of various CNN architectures in accurately classifying plant diseases from images.		
cited_context | citing_context	PVD 54,306 images	https://doi.org/10.1109/ACCESS.2023.3284760 (2023)	https://doi.org/10.1016/J.JAFR.2021.100154 (2021)	The PVD 54,306 images dataset is used to train and evaluate a fine-tuned VGG16 model for recognizing early blight and late blight diseases on potato leaves. This dataset enables researchers to achieve high accuracy (96%) in disease recognition, facilitating advancements in plant disease diagnosis through machine learning techniques.; The PVD 54,306 images dataset is used to train and evaluate a fine-tuned VGG16 model for recognizing early blight and late blight diseases on potato leaves. This dataset enables researchers to achieve high accuracy (96%) in disease recognition, facilitating advancements in plant disease diagnosis through deep learning techniques.		
cited_context	Real environment Wheat	https://doi.org/10.3390/plants8110468 (2019)	https://doi.org/10.1016/J.COMPAG.2018.04.002 (2019)	The 'Real environment Wheat' dataset is used to train and evaluate deep learning models, specifically DCNN and ResNet-50, for wheat disease classification. It focuses on assessing model accuracy and balanced accuracy in real-world conditions. Despite its name, it has also been applied to cucumber disease classification using GPDCNN models, highlighting its versatility in plant disease research.		
cited_context	Real-field images	https://doi.org/10.1155/2022/3287561 (2022)	https://doi.org/10.25081/JP.2019.V11.5476 (1970)	The 'Real-field images' dataset is used to train and evaluate KNN and ANN models for detecting blast disease in South Indian rice crops. It focuses on enhancing model accuracy and assessing real-world applicability, providing researchers with a practical tool to improve disease diagnosis in agricultural settings.		
cited_context	real-time dataset for analysis of tomato leaf diseases and pests	https://doi.org/10.1007/s11042-022-14004-6 (2022)	https://doi.org/10.1109/ACCESS.2019.2914929 (2019)	The real-time dataset for analysis of tomato leaf diseases and pests is primarily used to develop and test real-time detection methods for plant diseases and pests, specifically focusing on tomato and apple leaves. Researchers employ deep learning models, such as INAR-SSD and convolutional neural networks, to improve the accuracy and speed of disease identification. The dataset's real-time nature and high-resolution images enable rapid and precise diagnostic capabilities, enhancing the effectiveness of disease management strategies.		
cited_context	remote sensing images	https://doi.org/10.1109/ACCESS.2024.3358333 (2024)	https://doi.org/10.1109/LGRS.2023.3244324 (2023)	The remote sensing images dataset is used to analyze Rice Blast disease through deep learning models, focusing on image-based diagnostics and pattern recognition in agricultural settings. This dataset enables researchers to develop and test algorithms that can accurately identify disease patterns, enhancing early detection and management strategies in rice cultivation.		
cited_context	Rice dataset	https://doi.org/10.1109/ACCESS.2023.3284760 (2023)	https://doi.org/10.1016/j.compag.2020.105652 (2020)	The Rice dataset is used to study rice classes through images taken in natural field conditions, provided by the Bangladesh Rice Research Institute. It focuses on plant classification and image analysis, employing methodologies that involve analyzing visual data to distinguish between different rice varieties. This dataset enables researchers to develop and validate algorithms for accurate rice classification, contributing to agricultural research and crop management.		
