Name (extracted)	Citing Article	Citied Article	Features
DB15K-IMG	https://doi.org/10.3390/s24237605 (2024)	https://doi.org/10.1145/3474085.3475470 (2021)	The DB15K-IMG dataset is used to evaluate models in cross-lingual knowledge graph reasoning with visual context, specifically focusing on entity alignment. It enables researchers to test the effectiveness of their models in aligning entities across different languages while incorporating visual information. This dataset is crucial for advancing multi-modal reasoning techniques in knowledge graphs.
VG-Attribution	https://doi.org/10.1609/aaai.v38i3.28017 (2023)	https://www.semanticscholar.org/paper/a3b42a83669998f65df60d7c065a70d07ca95e99 (2022)	The VG-Attribution dataset is used to evaluate structured representations of visual attributes, specifically to compare the performance of proposed methods against state-of-the-art models. This dataset enables researchers to assess and enhance the accuracy and effectiveness of visual attribute representation techniques in a structured format.
VG-Relation	https://doi.org/10.1609/aaai.v38i3.28017 (2023)	https://www.semanticscholar.org/paper/a3b42a83669998f65df60d7c065a70d07ca95e99 (2022)	The VG-Relation dataset is used to evaluate the performance of methods in capturing visual relationships, specifically by comparing the proposed method against state-of-the-art models. This dataset enables researchers to assess the effectiveness of their approaches in understanding and reasoning about visual relationships, contributing to advancements in visual relationship detection and multi-modal reasoning.
large-scale noisy image-text pairs	https://doi.org/10.1609/aaai.v38i3.28017 (2023)	https://www.semanticscholar.org/paper/a3b42a83669998f65df60d7c065a70d07ca95e99 (2022)	The 'large-scale noisy image-text pairs' dataset is used to pre-train a multi-modal mixture of the encoder-decoder model. Researchers focus on enhancing model robustness by injecting diverse synthetic captions and removing noisy captions. This approach aims to improve the quality and reliability of the model's outputs in multi-modal tasks.
ImageGraph	https://doi.org/10.1145/3656579 (2024)	https://doi.org/10.24432/C56P45 (2017)	ImageGraph is used to support visual-relational queries in web-extracted knowledge graphs by extending FB15K with 829,931 images and 1,330 relation types. Researchers employ this dataset to enhance multi-modal reasoning capabilities, enabling more complex and contextually rich queries that integrate both textual and visual data. This extension facilitates the exploration of how visual information can complement and refine relational knowledge in large-scale graphs.
Freebase-15k Multi-Modal (FB15k)	https://doi.org/10.48550/arXiv.2408.11526 (2024)	https://doi.org/10.1007/978-3-030-21348-0_30 (2019)	The Freebase-15k Multi-Modal (FB15k) dataset is used to enhance knowledge graph reasoning by integrating visual and textual information, extending the original FB15k dataset. This integration supports research in multi-modal data fusion, enabling more comprehensive and contextually rich reasoning tasks. The dataset's multi-modal features facilitate the development and evaluation of models that can leverage both visual and textual inputs for improved reasoning capabilities.
FB15k-(237)	https://doi.org/10.48550/arXiv.2408.11526 (2024)	https://doi.org/10.1007/978-3-030-21348-0_30 (2019)	The FB15k-(237) dataset is used for evaluating multi-modal knowledge graph reasoning, specifically focusing on more challenging and less noisy relation prediction tasks. This dataset enables researchers to assess the performance of models in predicting relationships within knowledge graphs, enhancing the accuracy and robustness of these predictions.
ASER	https://doi.org/10.1145/3573201 (2022)	https://doi.org/10.1145/3366423.3380107 (2019)	The ASER dataset is primarily recognized for being the largest knowledge graph with eventualities as semantic units and relations as edges. However, specific methodologies or research questions directly employing ASER are not detailed in the provided descriptions. Its scale and structure suggest potential utility in large-scale knowledge representation and reasoning tasks, though explicit research applications are not specified.
YAGO Multi-Modal (YAGO15k)	https://doi.org/10.48550/arXiv.2408.11526 (2024)	https://doi.org/10.1007/978-3-030-21348-0_30 (2019)	The YAGO Multi-Modal (YAGO15k) dataset is used to extend traditional knowledge graphs by integrating multi-modal data, specifically visual and textual information. This integration enhances reasoning capabilities, allowing researchers to explore more complex and nuanced relationships within the data. The dataset's multi-modal nature supports advanced reasoning tasks, enabling more comprehensive and context-aware knowledge graph applications.
Wikidata SPARQL query log	https://doi.org/10.1145/3626246.3654757 (2024)		The Wikidata SPARQL query log is used to study query complexity and structure in multi-modal knowledge graph reasoning. Researchers extract real-world SPARQL queries and group them by the number of triple patterns. This allows for an analysis of how queries are structured and the complexity they exhibit, providing insights into the practical use and optimization of SPARQL queries in knowledge graphs.
Freebase-15k (237) Multi-Modal (FB15k-(237))	https://doi.org/10.48550/arXiv.2408.11526 (2024)	https://doi.org/10.1007/978-3-030-21348-0_30 (2019)	The Freebase-15k (237) Multi-Modal (FB15k-(237)) dataset is used to enhance multi-modal knowledge graphs by integrating visual and textual data. It focuses on 237 relations to improve entity linking and reasoning, enabling more accurate and contextually rich knowledge graph constructions. This dataset supports research in multi-modal knowledge graph enhancement, specifically addressing the integration of diverse data types to refine entity relationships and reasoning capabilities.
NTU-RGB+D 120	https://doi.org/10.1109/ICME52920.2022.9859787 (2022)	https://doi.org/10.1109/CVPR46437.2021.01600 (2021)	The NTU-RGB+D 120 dataset is primarily used for action recognition research, focusing on multi-modal data integration from RGB, depth, and skeleton sensors. It enables researchers to preprocess and analyze these diverse data types, enhancing the accuracy and robustness of action recognition systems. The dataset's comprehensive multi-modal features support the development and evaluation of algorithms designed to recognize human actions in various contexts.
VCR data set	https://doi.org/10.48550/arXiv.2305.04530 (2023)	https://doi.org/10.18653/v1/P19-1472 (2019)	The VCR dataset is used to reorganize large-scale datasets, focusing on visual commonsense reasoning tasks. It evaluates models' ability to understand complex visual scenes, employing methodologies that test and enhance the reasoning capabilities of AI systems in interpreting visual content. This dataset enables researchers to assess and improve the performance of models in comprehending and reasoning about visual information.
Unified Medical Language System (UMLS)	https://doi.org/10.48550/arXiv.2307.04461 (2023)	https://doi.org/10.1093/nar/gkh061 (2004)	The Unified Medical Language System (UMLS) is used to integrate biomedical terminology, serving as a comprehensive knowledge base for multi-modal reasoning in medical data. It enables researchers to link and harmonize diverse medical terminologies, facilitating more robust and accurate data integration and analysis in biomedical research.
Visual Entailment	https://doi.org/10.48550/arXiv.2305.04530 (2023)	https://doi.org/10.18653/v1/P19-1472 (2019)	The Visual Entailment dataset is used to evaluate the ability to reason about the relationship between images and textual statements, focusing on determining whether the image entails, contradicts, or is neutral to the statement. This involves assessing multi-modal reasoning capabilities, where the dataset provides pairs of images and statements to test these relationships. The dataset enables researchers to develop and benchmark models that can understand and correlate visual and textual information effectively.
Visual Dialog	https://doi.org/10.48550/arXiv.2305.04530 (2023)	https://doi.org/10.18653/v1/P19-1472 (2019)	The Visual Dialog dataset is used to explore dialog-based interactions with images, focusing on generating and evaluating responses that require understanding both visual and textual content. This involves methodologies that integrate image recognition and natural language processing to enhance interactive systems. The dataset enables researchers to test and improve models that can effectively communicate about visual data, addressing research questions related to multimodal interaction and response generation.
Semantic MEDLINE	https://doi.org/10.48550/arXiv.2307.04461 (2023)	https://doi.org/10.1145/3442381.3449860 (2021)	The Semantic MEDLINE dataset is used to extract personalized graphs to enhance Electronic Health Record (EHR) representation learning. By focusing on medical knowledge paths, it improves health risk prediction. This involves leveraging the dataset's structured medical information to create more informative and contextually rich EHR representations, which are then used to address specific research questions related to patient health outcomes and risk assessment.
Visual Common-sense Reasoning	https://doi.org/10.48550/arXiv.2305.04530 (2023)	https://doi.org/10.18653/v1/P19-1472 (2019)	The Visual Common-sense Reasoning dataset is used to evaluate models' ability to reason about complex scenarios involving both images and text, with a focus on common-sense understanding and inference. This dataset enables researchers to assess how well models can integrate visual and textual information to make logical deductions, addressing research questions related to multi-modal reasoning and common-sense inference.
ICD/ATC	https://doi.org/10.48550/arXiv.2307.04461 (2023)	https://doi.org/10.1109/TCYB.2021.3109881 (2021)	The ICD/ATC dataset is used as a hierarchical dataset for self-supervised graph learning in healthcare, specifically to explore the relationships between International Classification of Diseases (ICD) and Anatomical Therapeutic Chemical (ATC) codes. This approach leverages the structured nature of the dataset to enhance understanding and prediction in medical coding and classification systems.
ICD/ATC − CO	https://doi.org/10.48550/arXiv.2307.04461 (2023)	https://doi.org/10.1109/TCYB.2021.3109881 (2021)	The ICD/ATC − CO dataset is used to enhance the representation of medical events in graph learning models by incorporating co-occurrence information. This extended version of ICD/ATC is specifically employed to improve the accuracy and richness of medical event representations in knowledge graphs, enabling more effective graph learning and reasoning tasks.
DBPedia50k	https://doi.org/10.48550/arXiv.2506.11012 (2025)	https://doi.org/10.1162/tacl_a_00360 (2019)	The DBPedia50k dataset is used for inductive knowledge graph reasoning, particularly focusing on embedding and pre-trained language representation. It enables researchers to explore how pre-trained models can be effectively utilized in inductive settings, enhancing the reasoning capabilities over knowledge graphs. This dataset supports the development and evaluation of methods that integrate language understanding with graph embeddings, facilitating more robust and scalable knowledge graph reasoning systems.
electronic medical records	https://doi.org/10.48550/arXiv.2506.11012 (2025)	https://doi.org/10.1016/j.bdr.2020.100174 (2020)	The electronic medical records dataset is used to integrate with a medical knowledge graph for safe medication recommendation, focusing on patient safety and drug interactions. This integration employs a knowledge graph reasoning approach to enhance the accuracy and safety of medication recommendations by leveraging detailed patient data and existing medical knowledge.
Global Database of Events, Language, and Tone (GDELT)	https://doi.org/10.48550/arXiv.2506.11012 (2025)	https://doi.org/10.1145/2187980.2188242 (2012)	The Global Database of Events, Language, and Tone (GDELT) is used for dynamic Knowledge Graph Reasoning (KGR) tasks, providing event data and linguistic tone analysis for global events. This dataset enables researchers to analyze and reason over temporal and spatial dynamics of world events, enhancing understanding of global phenomena through structured event data and sentiment analysis.
5,800 test samples	https://doi.org/10.48550/arXiv.2504.10074 (2025)		The dataset of 5,800 test samples is used to evaluate the performance of models in multi-modal knowledge graph reasoning, specifically focusing on single-hop and two-hop reasoning questions involving Wikipedia entities. This dataset enables researchers to assess how effectively models can reason across different types of data and relationships within a knowledge graph.
ScanNet	https://doi.org/10.48550/arXiv.2409.02389 (2024)	https://doi.org/10.48550/arXiv.2210.07474 (2022)	The ScanNet dataset is used to collect situated question-answer pairs in 3D scenes, enhancing situated understanding in real-world environments through multi-modal reasoning. It supports research in understanding and interacting with 3D environments by providing rich, annotated data that captures the spatial and semantic relationships within these scenes. This enables the development and evaluation of models that can reason about objects and their contexts in complex, real-world settings.
Integrated Crisis Early Warning System (ICEWS)	https://doi.org/10.48550/arXiv.2506.11012 (2025)	https://doi.org/10.1145/2187980.2188242 (2012)	The Integrated Crisis Early Warning System (ICEWS) dataset is used for dynamic Knowledge Graph Reasoning (KGR) tasks, providing structured data on political events and crisis situations. It enables researchers to analyze temporal patterns and relationships within these events, facilitating the development of predictive models for crisis early warning systems. The dataset's structured nature supports the integration of event data into knowledge graphs, enhancing the accuracy and robustness of KGR methodologies.
SQA3D	https://doi.org/10.48550/arXiv.2409.02389 (2024)	https://doi.org/10.48550/arXiv.2210.07474 (2022)	The SQA3D dataset is used to facilitate situated question answering in real-world 3D scenes, focusing on spatial reasoning and scene understanding. It enables researchers to develop and evaluate models that can interpret and reason about complex 3D environments, addressing specific challenges in spatial awareness and context comprehension.
M2KR	https://doi.org/10.48550/arXiv.2504.10074 (2025)		The M2KR dataset is used to evaluate multi-modal knowledge retrieval systems, specifically focusing on tasks that involve retrieving information from multi-modal knowledge graphs. The dataset enables researchers to assess the performance of these systems in handling and integrating different types of data, though details about its content and structure are not provided. This evaluation helps address research questions related to the effectiveness and efficiency of multi-modal knowledge retrieval methods.
ICEWS	https://doi.org/10.48550/arXiv.2506.11012 (2025)	https://doi.org/10.1109/TPAMI.2024.3417451 (2022)	The ICEWS dataset is used to provide event data with daily temporal granularity, focusing on military and political events. It is employed in multi-modal knowledge graph reasoning research, enabling the analysis and reasoning over complex, time-sensitive event data. This dataset facilitates the exploration of relationships and patterns in military and political activities, enhancing the understanding of dynamic socio-political phenomena.
MIMIC-CXR	https://doi.org/10.1109/BIBM58861.2023.10386013 (2023)	https://doi.org/10.1093/jamia/ocv080 (2015)	The MIMIC-CXR dataset is primarily used for generating radiology reports, focusing on chest X-ray images and their associated reports. It is part of the MIMIC series and is widely utilized in medical imaging research. The dataset enables researchers to develop and evaluate algorithms for automated report generation, enhancing the accuracy and efficiency of radiological interpretations.
Twitter dataset	https://doi.org/10.1109/TMM.2023.3330296 (2024)		The Twitter dataset is used to automatically detect fake multi-media content on Twitter. Research focuses on developing and evaluating detection algorithms, leveraging the dataset's multi-modal content (text and images). This enables researchers to enhance the accuracy of fake content identification, contributing to the broader field of misinformation detection.
PROTEIN	https://doi.org/10.48550/arXiv.2304.11116 (2023)	https://www.semanticscholar.org/paper/9b720e749e71960f323779ec63261250871ffb66 (2020)	The PROTEIN dataset is used to evaluate Graph-ToolFormer on protein interaction graphs, specifically for node classification tasks. This involves applying graph-based machine learning methods to classify nodes within the protein interaction network. The dataset's focus on protein interactions enables researchers to assess the performance of Graph-ToolFormer in predicting and understanding protein functions and interactions.
PTC	https://doi.org/10.48550/arXiv.2304.11116 (2023)	https://www.semanticscholar.org/paper/9b720e749e71960f323779ec63261250871ffb66 (2020)	The PTC dataset is used to evaluate Graph-ToolFormer's performance on chemical compound graphs, focusing on graph classification tasks. This involves assessing the model's ability to classify chemical compounds based on their structural properties. The dataset's relevance lies in its application to chemical graph analysis, enabling researchers to test and improve graph-based machine learning models in this domain.
Wiki	https://doi.org/10.24963/ijcai.2024/236 (2024)	https://doi.org/10.1145/3191513 (2015)	The Wiki dataset is used as a benchmark for First-Order Knowledge Graph Completion, specifically to evaluate model performance in completing knowledge graphs. It focuses on assessing how well models can infer missing links within the graph, providing a standardized testbed for comparing different approaches in knowledge graph completion tasks.
IMDB	https://doi.org/10.1007/978-3-030-21348-0_30 (2019)	https://doi.org/10.1007/978-3-642-13489-0_23 (2010)	The IMDB dataset is used to evaluate entity matching approaches, particularly in the context of the OAEI, by focusing on linking entities across different knowledge bases. This involves comparing and aligning entities from various sources to enhance data integration and interoperability. The dataset's rich entity relationships and attributes facilitate robust testing and validation of entity matching algorithms.
CRAG	https://doi.org/10.48550/arXiv.2506.05766 (2025)	https://doi.org/10.48550/arXiv.2406.04744 (2024)	The CRAG dataset is used to benchmark RAG models, specifically focusing on comprehensive evaluation across various reasoning tasks and modalities. It enables researchers to assess model performance in multi-modal knowledge graph reasoning, ensuring robustness and versatility in handling diverse data types and reasoning challenges.
STaRK	https://doi.org/10.48550/arXiv.2506.05766 (2025)	https://doi.org/10.48550/arXiv.2406.04744 (2024)	The STaRK dataset is used to support RAG (Retrieval-Augmented Generation) models, specifically for enhancing reasoning tasks and integrating knowledge graphs. It enables researchers to focus on specific reasoning challenges, leveraging the dataset's structured information to improve model performance in knowledge graph integration tasks.
PubMed	https://doi.org/10.48550/arXiv.2506.05766 (2025)		The PubMed dataset is used to source abstracts for multi-modal knowledge graph reasoning, specifically for integrating textual information into knowledge graphs. This approach leverages the rich textual data in PubMed to enhance the reasoning capabilities of knowledge graphs, addressing research questions related to the integration and interpretation of biomedical literature.
PKU XMedia	https://doi.org/10.1145/3474085.3475567 (2021)	https://doi.org/10.1109/TPAMI.2013.142 (2014)	The PKU XMedia dataset is used to evaluate the GCR model's performance in cross-modal retrieval, focusing on its capabilities with diverse multimedia data. This dataset enables researchers to test and refine models designed for handling and integrating different types of media, enhancing the accuracy and efficiency of cross-modal search and retrieval systems.
WN-9	https://doi.org/10.1109/ICDE55515.2023.00015 (2022)	https://doi.org/10.18653/v1/D18-1359 (2018)	The WN-9 dataset is used to enhance multimodal reasoning capabilities by expanding knowledge graphs through the addition of images to entities. This approach integrates visual data with existing textual information, enabling more comprehensive and contextually rich representations. The dataset facilitates research focused on improving the multimodal reasoning abilities of knowledge graphs, specifically by incorporating visual elements to enrich entity descriptions and relationships.
FB13	https://doi.org/10.1109/TPAMI.2024.3417451 (2022)	https://doi.org/10.1609/aaai.v32i1.11535 (2017)	The FB13 dataset is used to evaluate knowledge graph completion methods, particularly focusing on smaller-scale entity sets and relation types. It enables researchers to assess the performance of these methods in predicting missing links within the graph, facilitating advancements in knowledge graph reasoning techniques.
AudioSet	https://doi.org/10.1609/aaai.v35i2.16231 (2021)	https://doi.org/10.1109/ICASSP.2017.7952261 (2017)	The AudioSet dataset is used for extracting 96-second Mel Spectrogram patches to classify audio events, focusing on the representation of audio features in multi-modal reasoning. This methodology supports research in audio event classification, leveraging the dataset's extensive audio content to enhance the accuracy and robustness of audio feature representations.
FB122	https://doi.org/10.1109/TPAMI.2024.3417451 (2022)	https://doi.org/10.1609/aaai.v32i1.11535 (2017)	The FB122 dataset is used to evaluate the performance of knowledge graph completion models. It serves as a moderate-sized dataset with a diverse set of relations, enabling researchers to assess model accuracy and effectiveness in completing knowledge graphs. This dataset facilitates the comparison of different models and approaches in knowledge graph reasoning tasks.
FB20k	https://doi.org/10.1109/TPAMI.2024.3417451 (2022)	https://doi.org/10.1609/aaai.v32i1.11535 (2017)	The FB20k dataset is used to evaluate the scalability and performance of knowledge graph completion algorithms. Researchers employ this dataset to test how well these algorithms handle larger-scale data, focusing on their efficiency and effectiveness in completing knowledge graphs. This enables the assessment of algorithmic capabilities in managing extensive and complex graph structures.
Flickr-0	https://doi.org/10.1609/aaai.v36i2.20123 (2022)	https://doi.org/10.1007/s11263-016-0965-7 (2015)	The Flickr-0 dataset, a sub-sampled split of Flickr30K Entities, is used for training and evaluating models that focus on region-phrase correspondences. This involves aligning textual phrases with specific regions in images, enabling research in visual grounding and multimodal understanding. The dataset's region-phrase annotations facilitate the development and assessment of algorithms that can accurately map textual descriptions to corresponding image segments.
Flickr-1	https://doi.org/10.1609/aaai.v36i2.20123 (2022)	https://doi.org/10.1007/s11263-016-0965-7 (2015)	The Flickr-1 dataset, a sub-sampled split of Flickr30K Entities, is used for training and evaluating models that focus on region-phrase correspondences. This involves aligning textual phrases with specific regions in images, enabling research in visual grounding and multimodal understanding. The dataset's region-phrase annotations facilitate the development and assessment of algorithms that can accurately map textual descriptions to corresponding image segments.
Clotho	https://doi.org/10.1609/aaai.v35i2.16231 (2021)	https://doi.org/10.1109/ICASSP40776.2020.9052990 (2019)	The Clotho dataset is used for generating natural language captions for audio/visual content, integrating audio and visual modalities in multi-modal reasoning. It enables researchers to develop and evaluate models that can effectively combine these modalities to produce descriptive captions, addressing challenges in multi-modal understanding and synthesis.
FB24k	https://doi.org/10.1109/TPAMI.2024.3417451 (2022)	https://doi.org/10.1609/aaai.v32i1.11535 (2017)	The FB24k dataset is used to evaluate the effectiveness of knowledge graph completion methods, particularly on a dataset with a slightly larger entity set. It enables researchers to assess the performance and scalability of these methods, focusing on the accuracy and efficiency of completing knowledge graphs.
FB5M	https://doi.org/10.1109/TPAMI.2024.3417451 (2022)	https://doi.org/10.1609/aaai.v32i1.11535 (2017)	The FB5M dataset is used to evaluate the performance of knowledge graph completion models, particularly focusing on their scalability and efficiency when handling very large datasets. This dataset enables researchers to test and compare different methodologies in knowledge graph completion, ensuring they can effectively manage extensive data volumes.
FB60k-NYT10	https://doi.org/10.1109/TPAMI.2024.3417451 (2022)	https://doi.org/10.1609/aaai.v32i1.11535 (2017)	The FB60k-NYT10 dataset is used to test the integration of knowledge graphs with textual data, specifically focusing on linking entities from New York Times articles. This involves methodologies that combine structured knowledge graph data with unstructured textual information to enhance entity recognition and linking. The dataset enables researchers to evaluate and improve the accuracy of entity linking in multi-source information systems.
VQA2	https://doi.org/10.1145/3579051.3579073 (2022)	https://doi.org/10.1007/s11263-016-0981-7 (2016)	The VQA2 dataset is primarily used to evaluate visual question answering systems, focusing on complex reasoning tasks that integrate both images and text. Researchers employ this dataset to assess system performance in understanding and answering questions that require interpreting visual content alongside textual information. This enables the development and refinement of models capable of multi-modal reasoning, enhancing their ability to handle real-world, complex queries.
Wikimedia Commons	https://doi.org/10.1109/TPAMI.2024.3417451 (2022)	https://www.semanticscholar.org/paper/a3a3d374a13e3cf4c69730e5c52138c0be57f6f2 (2017)	The Wikimedia Commons dataset is used to enhance IMGpedia, a knowledge graph that supports visuo-semantic queries over images. It incorporates visual information, thereby improving multimodal reasoning capabilities. This application leverages the dataset's rich visual content to integrate and reason about both textual and image data, enabling more sophisticated and context-aware query responses.
OpenEA benchmarks	https://doi.org/10.48550/arXiv.2307.16210 (2023)	https://doi.org/10.14778/3407790.3407828 (2020)	The OpenEA benchmarks dataset is used to evaluate multi-modal entity alignment methods by incorporating entity images obtained via Google search alongside traditional textual data. This approach enhances the evaluation of entity alignment techniques, focusing on the integration of visual and textual information to improve alignment accuracy. The dataset enables researchers to test and compare different multi-modal methods, addressing the challenge of aligning entities across heterogeneous data sources.
HICO-DET	https://doi.org/10.1609/aaai.v38i17.29828 (2024)	https://doi.org/10.1109/WACV.2018.00048 (2017)	The HICO-DET dataset is primarily used to detect human-object interactions in visual scenes. Researchers employ manually labeled object bounding boxes to enhance multi-modal reasoning, focusing on the accurate identification and interaction analysis between humans and objects. This dataset enables detailed studies on visual scene understanding and interaction detection, leveraging its rich annotations to improve the performance of multi-modal reasoning models.
SpatialVOC2K	https://doi.org/10.1609/aaai.v38i17.29828 (2024)	https://doi.org/10.18653/v1/W18-6516 (2018)	The SpatialVOC2K dataset is used to investigate multilingual spatial relations by analyzing annotated images. It focuses on understanding spatial configurations across multiple languages, employing a methodology that leverages visual annotations to explore how spatial relationships are represented and understood in different linguistic contexts. This dataset enables researchers to address specific questions related to cross-linguistic spatial cognition and representation.
HotPotQA	https://doi.org/10.48550/arXiv.2501.04173 (2025)	https://doi.org/10.1109/CVPR.2019.01094 (2018)	The HotPotQA dataset is used to develop and evaluate text-based question answering (QA) systems that require reasoning over multiple documents. It enhances multi-modal knowledge graph reasoning capabilities, focusing on complex queries that necessitate information integration from various sources. This dataset supports research in improving the accuracy and reasoning abilities of QA systems, particularly in handling multi-document contexts.
CVE	https://doi.org/10.1109/ISADS56919.2023.10092024 (2023)		The CVE dataset is used to enhance the construction of the ICS-Het-KG, a heterogeneous knowledge graph for industrial control systems. It provides comprehensive and accurate vulnerability data, which enriches the graph's structure and content. This dataset supports research focused on improving the security and resilience of industrial control systems by integrating detailed vulnerability information into the knowledge graph.
CNVD	https://doi.org/10.1109/ISADS56919.2023.10092024 (2023)		The CNVD dataset is used to enrich the ICS-Het-KG by providing additional vulnerability data for industrial control systems. This enhances the graph's information, contributing to more comprehensive knowledge representation. The dataset's specific role is to augment the graph with detailed vulnerability data, which supports research focused on improving the security and resilience of industrial control systems.
ICS Vulnerability Database	https://doi.org/10.1109/ISADS56919.2023.10092024 (2023)		The ICS Vulnerability Database is used to construct the ICS-Het-KG, a specialized knowledge graph for industrial control systems. It provides detailed vulnerability data, enhancing the graph's relevance and specificity. This dataset improves the accuracy and detail of the knowledge graph, supporting research focused on enhancing security in industrial control systems.
CLEVR	https://doi.org/10.18653/v1/P19-1347 (2018)	https://doi.org/10.1109/CVPR.2017.215 (2016)	The CLEVR dataset is used to address the visual grounding problem by focusing on compositional language and elementary visual reasoning. It employs diagnostic tasks to evaluate models' ability to understand and reason about visual scenes described in natural language. This dataset enables researchers to test and improve algorithms that integrate linguistic and visual information, enhancing the interpretability and accuracy of visual reasoning systems.
AI2D	https://doi.org/10.18653/v1/P19-1347 (2018)	https://doi.org/10.1109/CVPR.2017.215 (2016)	The AI2D dataset is used for knowledge extraction from diagrams, enhancing multimodal reasoning capabilities. It provides a unique type of data that supports the development and evaluation of models capable of integrating visual and textual information. This dataset enables researchers to address challenges in understanding and interpreting complex diagrams, contributing to advancements in multimodal reasoning systems.
NELL995	https://doi.org/10.1145/3589334.3645569 (2023)	https://doi.org/10.18653/v1/D17-1060 (2017)	The NELL995 dataset is used to evaluate the Query2GMM model, focusing on reasoning over a diverse set of relations and entities within a knowledge graph. This dataset enables researchers to assess the model's performance in handling complex queries and reasoning tasks, thereby advancing the field of knowledge graph reasoning.
cross kg datasets	https://doi.org/10.3390/app13116747 (2023)	https://doi.org/10.1007/978-3-030-21348-0_30 (2019)	The 'cross kg datasets' are used for evaluating the robustness of multi-modal reasoning systems by varying the percentage of aligned entity pairs (20%, 50%, 80%). This assessment helps researchers understand how these systems perform under different levels of alignment, providing insights into their reliability and effectiveness in multi-modal knowledge graph reasoning tasks.
DB15K MMKGs	https://doi.org/10.48550/arXiv.2310.06365 (2023)	https://doi.org/10.1007/978-3-030-55130-8_12 (2020)	The DB15K MMKGs dataset is used alongside FB15K for entity alignment, specifically focusing on multi-modal aspects. It is split into training and testing sets to evaluate the performance of entity alignment methods. This dataset enables researchers to assess and improve the accuracy of aligning entities across different knowledge graphs by incorporating multi-modal data.
YAGO15K MMKGs	https://doi.org/10.48550/arXiv.2310.06365 (2023)	https://doi.org/10.1007/978-3-030-55130-8_12 (2020)	The YAGO15K MMKGs dataset is used alongside FB15K for entity alignment, focusing on multi-modal aspects. It is split into training and testing sets to evaluate the performance of entity alignment methods. This dataset enables researchers to assess and improve the accuracy of aligning entities across different knowledge graphs, leveraging its multi-modal features.
WN18-IMG	https://doi.org/10.1145/3474085.3475470 (2021)	https://www.semanticscholar.org/paper/2582ab7c70c9e7fcb84545944eba8f3a7f253248 (2013)	The WN18-IMG dataset is used to enhance multi-modal knowledge graph reasoning by extending WN18 with 10 images per entity. This incorporation of visual information allows researchers to explore how visual data can improve reasoning tasks in knowledge graphs, specifically addressing the integration of textual and visual modalities to enhance understanding and inference capabilities.
aspect catalog	https://doi.org/10.1145/3583780.3614782 (2023)	https://doi.org/10.1145/3340531.3412875 (2020)	The 'aspect catalog' dataset is used to define aspects for entity instances, enhancing the representation of entities in a knowledge graph. It specifically supports entity aspect linking by providing detailed attributes that enrich entity representations, enabling more accurate and nuanced connections within the knowledge graph. This dataset facilitates research in improving the granularity and specificity of entity data, which is crucial for advanced knowledge graph applications.
KGT	https://www.semanticscholar.org/paper/04db62a14f78f693d6bd14a4803b9b73325b36bb (2021)	https://doi.org/10.1007/978-3-030-00671-6_39 (2018)	The KGT dataset is used to construct a knowledge graph of real news, focusing on the structure and content of authentic news articles. This dataset enables researchers to analyze and detect patterns in news articles by leveraging the structured representation of news data, enhancing the accuracy of news detection methodologies.
KGF	https://www.semanticscholar.org/paper/04db62a14f78f693d6bd14a4803b9b73325b36bb (2021)	https://doi.org/10.1007/978-3-030-00671-6_39 (2018)	The KGF dataset is used to construct a knowledge graph focused on fake news, specifically analyzing the structure and content of misleading news articles. This dataset enables researchers to develop and test methods for detecting fake news by leveraging the detailed structural and textual features of the articles.
eal-dataset-2020	https://doi.org/10.1145/3583780.3614782 (2023)	https://doi.org/10.1145/3340531.3412875 (2020)	The eal-dataset-2020 is used to evaluate the AspectMMKG model, specifically for entity aspect linking tasks. This involves linking entities to their relevant aspects in multi-modal knowledge graphs, aiming to achieve state-of-the-art performance. The dataset's focus on entity aspects and its integration with multi-modal data enables researchers to enhance the precision and effectiveness of knowledge graph reasoning models.
PKG	https://doi.org/10.1145/3583780.3614782 (2023)	https://doi.org/10.18653/v1/2022.findings-emnlp.171 (2022)	The PKG dataset is used as a multi-modal knowledge graph for classical Chinese poetry, integrating textual and visual information. It enhances understanding and reasoning about poetic content by combining these modalities. Researchers use it to explore how textual and visual elements interact to convey meaning, supporting studies in cultural heritage and literary analysis.
MMKG1	https://doi.org/10.1109/ICDE60146.2024.00274 (2024)	https://doi.org/10.1007/978-3-030-55130-8_12 (2020)	The MMKG1 dataset is used to identify and analyze semantic inconsistencies in the Multi-Modal Entity Alignment (MMEA) task. It focuses on aligning entities across different modalities, enabling researchers to evaluate and improve the consistency and accuracy of multi-modal knowledge graph reasoning systems. This dataset highlights specific challenges in entity alignment, facilitating the development of more robust alignment methodologies.
MMKG2	https://doi.org/10.1109/ICDE60146.2024.00274 (2024)	https://doi.org/10.1007/978-3-030-55130-8_12 (2020)	The MMKG2 dataset is used to identify and analyze semantic inconsistencies in the Multi-Modal Entity Alignment (MMEA) task. It focuses on aligning entities across different modalities, enabling researchers to evaluate and improve the consistency and accuracy of entity relationships in multi-modal knowledge graphs. This dataset highlights specific challenges in cross-modal alignment, facilitating the development of more robust alignment methods.
