Name (extracted)	Citing Article	Citied Article	Features
CC3M&12M	https://doi.org/10.18653/v1/2022.acl-demo.23 (2022)	https://doi.org/10.18653/v1/P18-1238 (2018)	The CC3M&12M dataset is used to train and evaluate multi-modal knowledge graph reasoning systems, specifically focusing on image-caption pairs. It enhances event extraction and representation by leveraging these pairs, enabling researchers to improve the accuracy and depth of event understanding in multi-modal contexts.
ICEWS-WIKI	https://doi.org/10.18653/v1/2024.findings-emnlp.148 (2024)	https://doi.org/10.48550/arXiv.2304.03468 (2023)	The ICEWS-WIKI dataset is extended to a multi-modal version to enhance multi-modal Knowledge Graph Reasoning. It integrates textual and visual information, enabling researchers to explore the integration of these modalities in knowledge graphs. This approach focuses on improving reasoning capabilities by leveraging both text and images, addressing research questions related to multi-modal data fusion and representation.
ICEWS-YAGO	https://doi.org/10.18653/v1/2024.findings-emnlp.148 (2024)	https://doi.org/10.48550/arXiv.2304.03468 (2023)	The ICEWS-YAGO dataset is extended to a multi-modal version to enhance multi-modal Knowledge Graph Reasoning, specifically by integrating textual and visual information. This extension supports research focused on improving the reasoning capabilities of knowledge graphs through the incorporation of diverse data types, enabling more comprehensive and contextually rich analyses.
WN-9	https://doi.org/10.1109/ICDE55515.2023.00015 (2022)	https://doi.org/10.18653/v1/D18-1359 (2018)	The WN-9 dataset is used to enhance multimodal reasoning capabilities by expanding knowledge graphs through the addition of images to entities. This approach integrates visual data with existing textual information, enabling more comprehensive and contextually rich representations. The dataset facilitates research focused on improving the integration and reasoning over multimodal data in knowledge graphs.
DB15K MMKGs	https://doi.org/10.48550/arXiv.2310.06365 (2023)	https://doi.org/10.1007/978-3-030-55130-8_12 (2020)	The DB15K MMKGs dataset is used alongside FB15K for entity alignment, specifically focusing on multi-modal aspects. It is split into training and testing sets to evaluate the performance of entity alignment methods. This dataset enables researchers to assess and improve the accuracy of aligning entities across different knowledge graphs by incorporating multi-modal data.
YAGO15K MMKGs	https://doi.org/10.48550/arXiv.2310.06365 (2023)	https://doi.org/10.1007/978-3-030-55130-8_12 (2020)	The YAGO15K MMKGs dataset is used alongside FB15K for entity alignment, focusing on multi-modal aspects. It is split into training and testing sets to evaluate the performance of entity alignment methods. This dataset enables researchers to assess and improve the accuracy of aligning entities across different knowledge graphs, leveraging its multi-modal features.
IMGpedia	https://doi.org/10.1109/ACCESS.2019.2933370 (2019)	https://doi.org/10.1007/978-3-319-68204-4_8 (2017)	The IMGpedia dataset is used to explore multi-modal relationships within a large knowledge graph, specifically focusing on image-to-image and image-to-text connections. This enhances the understanding of multimedia content by integrating visual and textual data, enabling researchers to analyze and reason about complex multi-modal interactions.
SIDER	https://doi.org/10.1109/ACCESS.2019.2933370 (2019)	https://doi.org/10.1093/nar/gkv1075 (2015)	The SIDER dataset is used as a domain-specific knowledge graph to link drugs to their side effects, enhancing medical reasoning. It is employed in research to improve understanding and prediction of drug side effects, leveraging its structured data on adverse reactions to support more informed medical decisions and drug safety assessments.
COCO Caption	https://doi.org/10.48550/arXiv.2210.08901 (2022)	https://doi.org/10.1007/s11263-016-0965-7 (2015)	The COCO Caption dataset is primarily used to assess image-text retrieval capabilities, focusing on caption generation and the alignment between images and textual descriptions. Researchers employ this dataset to evaluate models' ability to generate accurate captions and align them with corresponding images, enhancing the understanding of visual and textual data integration.
400 million image-text pairs	https://doi.org/10.48550/arXiv.2210.08901 (2022)	https://www.semanticscholar.org/paper/6f870f7f02a8c59c3e23f407f3ef00dd1dcf8fc4 (2021)	The 400 million image-text pairs dataset is primarily used to pre-train CLIP, a model designed to learn the correspondence between raw text and images. This enhances multi-modal representation learning, enabling the model to effectively match textual descriptions with visual content. The dataset's large scale and diverse content are crucial for training robust and versatile multi-modal models.
HacRED	https://www.semanticscholar.org/paper/d9df8a4f2ccd9ea572f65783840507de3c185126 (2023)	https://doi.org/10.1186/s12859-020-03889-5 (2020)	The HacRED dataset is used for empirical evaluation in relation extraction, specifically to assess model performance in extracting relations from text. It enables researchers to test and compare various relation extraction models, focusing on their accuracy and effectiveness in identifying relationships within textual data.
DocRED	https://www.semanticscholar.org/paper/d9df8a4f2ccd9ea572f65783840507de3c185126 (2023)	https://doi.org/10.1186/s12859-020-03889-5 (2020)	The DocRED dataset is primarily used for empirical evaluation in relation extraction, specifically to assess model performance in identifying and extracting relationships from textual data. It enables researchers to test and compare various relation extraction models, focusing on their accuracy and effectiveness in handling complex document-level relations.
YAGO2	https://www.semanticscholar.org/paper/55a881988f757ff6fdac74429e39cb5b46aa3f47 (2019)	https://doi.org/10.1162/tacl_a_00220 (2013)	The YAGO2 dataset is used as a curated knowledge base to extract entity-relationship-entity triples, which supports the construction and reasoning of knowledge graphs. It facilitates multi-modal reasoning by providing a structured representation of entities and their relationships, enabling researchers to build and analyze complex knowledge graphs.
qaVG	https://www.semanticscholar.org/paper/55a881988f757ff6fdac74429e39cb5b46aa3f47 (2019)	https://doi.org/10.18653/v1/N18-1040 (2017)	The qaVG dataset is used to train and evaluate visual question answering models. It augments triplets with auto-generated decoys and is split into training, validation, and testing sets. This methodology helps in assessing model performance in distinguishing correct answers from decoys, enhancing the robustness of visual reasoning tasks.
ATOMIC	https://doi.org/10.1109/TKDE.2024.3352100 (2023)	https://doi.org/10.1609/aaai.v35i7.16792 (2020)	The ATOMIC dataset is used to explore causal effects between events for commonsense reasoning, employing both symbolic and neural representations. It focuses on understanding how these representations can capture and reason about the relationships and effects between different events, enabling research into more nuanced and context-aware AI systems.
MKG-W	https://doi.org/10.1609/aaai.v39i12.33454 (2024)	https://doi.org/10.1007/978-3-030-21348-0_30 (2019)	The MKG-W dataset is used to evaluate the effectiveness of models in multi-modal knowledge graph completion, focusing on the integration of textual and visual information. This dataset enables researchers to assess how well models can complete knowledge graphs by leveraging both text and images, addressing the specific challenge of combining these modalities in reasoning tasks.
MKG-Y	https://doi.org/10.1609/aaai.v39i12.33454 (2024)	https://doi.org/10.1007/978-3-030-21348-0_30 (2019)	The MKG-Y dataset is used to evaluate the robustness of models in handling multi-modal data, focusing on scenarios with complex relationships and diverse modalities. It enables researchers to test how well models can integrate and reason across different types of data, ensuring they perform reliably in challenging, real-world conditions.
CWQ	https://doi.org/10.1145/3534678.3539405 (2021)	https://doi.org/10.18653/v1/N18-1059 (2018)	The CWQ dataset is used for evaluating complex query answering in knowledge graphs. It provides SPARQL annotations for validation and test questions, enabling researchers to assess the performance of query answering systems. This supports the development and refinement of methods for handling complex queries in knowledge graphs, focusing on accuracy and effectiveness in retrieving information.
MSVD	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1145/1646396.1646452 (2009)	The MSVD dataset is primarily used for image captioning, enhancing the reasoning capabilities by integrating textual descriptions with visual content through graph-structured information. This approach helps in generating more accurate and contextually relevant captions, leveraging the dataset's multimodal nature to improve the alignment between images and their textual descriptions.
ComplexWebQuestion (CWQ)	https://doi.org/10.1145/3534678.3539405 (2021)	https://doi.org/10.18653/v1/N18-1059 (2018)	The ComplexWebQuestion (CWQ) dataset is used to derive FB400k, focusing on complex web questions and their answers. It enhances multi-modal knowledge graph reasoning by providing a rich set of complex queries and corresponding answers, which are utilized to improve the reasoning capabilities of knowledge graphs in handling intricate web-based questions.
GoodNews	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1145/1646396.1646452 (2009)	The GoodNews dataset is used for enhancing image captioning by integrating textual descriptions with visual content through graph-structured information. This approach improves reasoning capabilities, allowing for more accurate and contextually rich captions. The dataset's multi-modal nature, combining text and images, is crucial for training models that can effectively relate and generate descriptions based on visual inputs.
MIRFlickr	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1145/1460096.1460104 (2008)	The MIRFlickr dataset is used for multi-label image annotation and retrieval, focusing on disambiguating concepts and improving their relation to images. It enables researchers to enhance the accuracy and relevance of image annotations, which is crucial for effective image retrieval systems. The dataset's large collection of images and associated tags supports these research objectives.
Movie-QA	https://doi.org/10.1609/aaai.v33i01.33018876 (2019)	https://doi.org/10.1109/CVPR.2016.501 (2015)	The Movie-QA dataset is used to evaluate the ability to reason about visual and textual information in movie clips through question-answering tasks. It focuses on understanding stories in movies by integrating both visual and textual data, enabling researchers to assess systems' capabilities in comprehending complex narratives. This dataset supports research in natural language processing and computer vision, particularly in the context of multi-modal reasoning.
VQA v2	https://doi.org/10.1609/aaai.v33i01.33018876 (2019)	https://doi.org/10.1007/s11263-016-0966-6 (2015)	The VQA v2 dataset is used to enhance and assess visual question answering models, specifically addressing and mitigating biases present in the original VQA dataset. It balances question types and answers, enabling researchers to develop more robust and fair models. This dataset facilitates the evaluation of model performance across diverse and balanced visual and textual inputs, ensuring that advancements in visual question answering are more reliable and generalizable.
VQA-abstract	https://doi.org/10.1609/aaai.v33i01.33018876 (2019)	https://doi.org/10.1007/s11263-016-0966-6 (2015)	The VQA-abstract dataset is used to train and evaluate visual question answering models, particularly focusing on abstract scenes and clipart images. This dataset tests the reasoning capabilities of these models by presenting them with complex visual and textual queries. It enables researchers to assess how well models can understand and reason about abstract visual content, enhancing the development of more sophisticated visual reasoning systems.
VTKB	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1109/TMM.2019.2937181 (2020)	The VTKB dataset is used to construct a visio-textual knowledge base that links hierarchical concepts to images through embedding similarities. This enhances image tagging quality by leveraging both visual and textual data, improving the accuracy and relevance of tags assigned to images.
VQA 2.0	https://doi.org/10.18653/v1/2020.findings-emnlp.44 (2020)	https://doi.org/10.1109/CVPR.2019.00331 (2019)	The VQA 2.0 dataset is used to evaluate visual question answering models, specifically focusing on their ability to reason about images and questions by integrating external knowledge. This dataset enables researchers to assess model performance in understanding complex visual scenes and answering questions that require reasoning beyond simple pattern recognition.
Chunyu	https://doi.org/10.1145/3343031.3351033 (2019)	https://doi.org/10.1145/3209978.3210081 (2018)	The Chunyu dataset is used to evaluate the performance of KABLSTM in medical question answering by comparing it with SMatrix and K-NRM. It demonstrates the utility of incorporating knowledge graphs in this context, focusing on enhancing the accuracy and relevance of medical answers. The dataset's multi-modal nature supports the integration of textual and structured data, enabling more effective reasoning and response generation in medical inquiries.
Dingxiang	https://doi.org/10.1145/3343031.3351033 (2019)	https://doi.org/10.1145/3209978.3210081 (2018)	The Dingxiang dataset is used to evaluate the precision of KABLSTM, a model that integrates knowledge graphs in medical domain applications. It specifically verifies the effectiveness of knowledge graph integration, focusing on high-precision outcomes in medical reasoning tasks. This dataset enables researchers to test and validate models designed for medical knowledge representation and inference.
