Name (extracted)	Citing Article	Citied Article	Features
Lai [18]	https://doi.org/10.48550/arXiv.2505.21637 (2025)	https://doi.org/10.1109/NCC.2015.7084843 (2015)	The Lai [18] dataset is used to evaluate image restoration performance, specifically addressing issues of blur and noise. Researchers employ metrics such as PSNR, SSIM, LPIPS, and FID to assess the effectiveness of restoration techniques. This dataset enables rigorous quantitative analysis, facilitating comparisons between different image restoration methods.
SPANet [48]	https://doi.org/10.48550/arXiv.2505.21637 (2025)	https://doi.org/10.1109/NCC.2015.7084843 (2015)	The SPANet dataset is used to evaluate image restoration performance, specifically addressing issues like rain and haze. Researchers employ metrics such as PSNR, SSIM, LPIPS, and FID to assess the effectiveness of restoration techniques. This dataset enables rigorous quantitative analysis, facilitating comparisons between different image restoration methods and enhancing the reliability of performance evaluations.
PromptIR	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The PromptIR dataset is used to assess and evaluate prompt-based image restoration techniques, focusing on diverse image degradations. It enables researchers to test and compare image restoration methods, particularly those that incorporate prompts, to address various degradation issues. This dataset supports the development and refinement of prompt-based approaches in image restoration.
PIP	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The PIP dataset is used to evaluate and test image restoration methods, focusing on their ability to handle multiple and complex degradations simultaneously. This dataset enables researchers to assess the effectiveness of restoration techniques in diverse and challenging scenarios, ensuring robust performance across various image degradations.
TextpromptIR	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The TextpromptIR dataset is used to test and evaluate text-prompt guided image restoration methods, focusing on the integration of textual information into the image restoration process. This dataset enables researchers to assess how effectively textual prompts can enhance or guide the restoration of images, addressing specific research questions related to the performance and accuracy of these methods.
NDR	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The NDR dataset is used to evaluate and assess noise reduction techniques in image restoration, specifically focusing on natural image datasets. It enables researchers to test and compare the effectiveness of various noise reduction methods, contributing to advancements in image restoration methodologies.
InstructIR	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The InstructIR dataset is used to assess and evaluate instruction-based image restoration methods, focusing on the ability to follow complex restoration commands. It enables researchers to test and compare different approaches in executing detailed restoration tasks, ensuring that the methodologies can accurately interpret and apply complex instructions to restore images.
AdaIR	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The AdaIR dataset is used to evaluate and test adaptive image restoration methods, specifically focusing on dynamic adjustment to image degradations and frequency mining and modulation. It enables researchers to assess the effectiveness of these techniques in handling various image degradations, thereby advancing the field of adaptive image restoration.
U-WADN	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The U-WADN dataset is used to test and evaluate image restoration methods, particularly focusing on unified-width adaptive dynamic networks for all-in-one image restoration. It is employed to assess the performance of these methods in handling diverse image degradations, enabling researchers to compare and refine techniques for robust image restoration.
DyNet	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The DyNet dataset is used to evaluate and assess dynamic network architectures and techniques for image restoration, specifically focusing on their adaptability to various image degradations. This dataset enables researchers to test and compare the performance of dynamic networks in handling different types of image restoration challenges, ensuring robustness and versatility in restoration methods.
AnyIR	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The AnyIR dataset is used to evaluate all-in-one image restoration methods, specifically focusing on their ability to handle multiple degradations and their versatility. This dataset enables researchers to assess the performance of these techniques under diverse conditions, ensuring they can effectively restore images with various types of degradation.
DaAIR	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The DaAIR dataset is used to evaluate and enhance data-augmented image restoration techniques, specifically focusing on improving the generalization capabilities of these methods. It is employed in testing and assessing various data-augmentation strategies to ensure that image restoration models perform well across diverse and unseen data. This dataset enables researchers to address the challenge of robustness in image restoration by providing a platform to rigorously test and refine their methodologies.
MEASNet	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The MEASNet dataset is used to evaluate multi-exposure adaptive synthesis networks and other multi-exposure image restoration techniques, specifically focusing on exposure correction. It enables researchers to test and assess the performance of these methods in enhancing image quality under varying exposure conditions.
HAIR	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The HAIR dataset is used to evaluate hybrid adaptive and hybrid image restoration techniques, focusing on the combination of multiple restoration approaches. It enables researchers to assess the effectiveness of integrating various methods in image restoration, enhancing the robustness and adaptability of restoration algorithms.
Perceive-IR	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The Perceive-IR dataset is used to assess and test perception-driven image restoration methods, focusing on enhancing visual quality. It enables researchers to evaluate the effectiveness of these methods by providing a benchmark for visual improvement, ensuring that restored images meet high perceptual standards.
rain-haze-noise-blur-dark	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2403.14614 (2024)	The 'rain-haze-noise-blur-dark' dataset is used to evaluate image restoration techniques and all-in-one image restoration models. It focuses on images degraded by rain, haze, noise, blur, and low-light conditions. This dataset enables researchers to assess the effectiveness of restoration methods in handling multiple degradations simultaneously, providing a comprehensive evaluation framework for advanced image restoration algorithms.
TE42	https://doi.org/10.48550/arXiv.2506.16960 (2025)	https://doi.org/10.1007/978-981-15-5873-3_2 (2021)	The TE42 dataset is used to construct a pool of visual grounds for image restoration, specifically for camera testing and visual analysis. It provides a standardized set of images that enable researchers to evaluate and compare the performance of different image restoration techniques under various conditions. This dataset facilitates the development and refinement of algorithms by offering a consistent benchmark for visual quality assessment.
Singapore maritime dataset (SMD)	https://doi.org/10.48550/arXiv.2402.03738 (2024)	https://doi.org/10.1109/TITS.2016.2634580 (2016)	The Singapore maritime dataset (SMD) is used for water scene restoration and evaluating image restoration methods in maritime environments. It provides maritime images to test and improve restoration algorithms, particularly focusing on addressing visibility issues in hazy conditions. This dataset enables researchers to assess and enhance the performance of restoration techniques in challenging maritime settings.
LOL dataset	https://doi.org/10.1109/TMM.2025.3535316 (2024), https://doi.org/10.1109/TCSVT.2024.3519352 (2025)	https://www.semanticscholar.org/paper/c7798bbbcd2e85593a2b2d37b92dabac63420cd8 (2018)	The LOL dataset is used to evaluate the performance of low-light image enhancement methods, focusing on both quantitative metrics and visual quality improvements in low-light conditions. It enables researchers to assess and compare the effectiveness of different enhancement techniques, ensuring they meet the necessary standards for improving image clarity and detail in challenging lighting environments.
RainDS-syn	https://doi.org/10.1109/TMM.2025.3535316 (2024)	https://www.semanticscholar.org/paper/c7798bbbcd2e85593a2b2d37b92dabac63420cd8 (2018)	The RainDS-syn dataset is used to evaluate rain and raindrop removal techniques, featuring synthetic images with both rain and raindrop effects. Researchers employ this dataset to test and validate algorithms designed to restore images degraded by rain, focusing on the effectiveness of removing both rain streaks and raindrops. This dataset enables the assessment of image restoration methods under controlled conditions, providing a benchmark for comparing different approaches.
U45	https://doi.org/10.48550/arXiv.2501.12981 (2025)	https://doi.org/10.1109/TCSVT.2019.2963772 (2019)	The U45 dataset is used for evaluating and visually comparing underwater image enhancement algorithms, particularly focusing on real-world conditions under natural light. It enables researchers to assess the effectiveness of restoration techniques in enhancing underwater images, ensuring they perform well in natural lighting scenarios.
SQUID-16	https://doi.org/10.48550/arXiv.2501.12981 (2025)	https://doi.org/10.1109/TCSVT.2019.2963772 (2019)	The SQUID-16 dataset is used for testing and visual comparison of underwater image enhancement techniques, particularly focusing on natural lighting conditions and real-world scenarios. It enables researchers to evaluate the effectiveness of restoration methods in improving image quality under natural light, facilitating advancements in underwater imaging.
RESIDE-β	https://doi.org/10.48550/arXiv.2408.15994 (2024), https://doi.org/10.1109/TCSVT.2024.3429557 (2024)	https://doi.org/10.1109/CVPR.2017.183 (2016)	The RESIDE-β dataset is used for training models in image deraining and dehazing. It contains 72,135 image pairs, which are utilized to enhance model performance in removing rain and improving visibility in hazy images. This dataset enables researchers to develop and refine algorithms that address specific image degradation issues, focusing on practical applications in image restoration.
RTTS	https://doi.org/10.48550/arXiv.2408.15994 (2024)	https://doi.org/10.1109/ACSSC.2011.6190099 (2011)	The RTTS dataset is used for evaluating image restoration methods, particularly in scenarios where reference images are unavailable. It employs non-reference metrics for quantitative comparison, enabling researchers to assess the performance of restoration algorithms. Specifically, it is used to measure the effectiveness of haze removal techniques in real-world hazy conditions, providing a practical testbed for algorithmic improvements.
Snow100K-S	https://doi.org/10.3390/electronics13142817 (2024), https://doi.org/10.48550/arXiv.2504.09973 (2025)	https://doi.org/10.1109/ICCV48922.2021.00416 (2021)	The Snow100K-S dataset is used for evaluating and testing single image desnowing algorithms. It focuses on smaller-scale synthetic snowy images with varying intensities and complexities to assess algorithm performance. This dataset enables researchers to systematically analyze the effectiveness of snow removal techniques, providing a standardized benchmark for comparing different methods.
Google Landmarks dataset	https://doi.org/10.48550/arXiv.2411.18412 (2024)	https://doi.org/10.1109/CVPRW.2019.00251 (2019)	The Google Landmarks dataset is used to train and evaluate image restoration models, particularly focusing on high-quality images with NIMA scores exceeding 4.90 and resolutions greater than 400 pixels. This dataset provides a diverse set of real-world scenes, enabling researchers to test and improve the performance of their models in realistic conditions.
Test100	https://doi.org/10.1109/TCSVT.2024.3398810 (2023)	https://doi.org/10.1109/CVPR.2018.00079 (2018)	The Test100 dataset is used for evaluating the generalization capabilities of image restoration models, particularly focusing on their performance with diverse rain patterns. It serves as a smaller test set to provide insights into how well these models can handle varied conditions, enhancing the understanding of model robustness and adaptability.
SNOW 100K	https://doi.org/10.1109/TCSVT.2024.3429557 (2024)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The SNOW 100K dataset is used to evaluate model performance in complex snow scenarios, focusing on the effectiveness of models in addressing intricate snow degradations. This dataset enables researchers to test and validate their models against challenging snow conditions, ensuring robustness and reliability in real-world applications.
Houston University	https://doi.org/10.48550/arXiv.2503.09131 (2025)		The Houston University dataset is used to evaluate all-in-one image restoration methods, particularly focusing on the effectiveness of partitioning strategies in urban areas. This dataset enables researchers to assess how well these methods perform in complex urban environments, providing insights into the practical applicability of image restoration techniques.
WDC	https://doi.org/10.48550/arXiv.2503.09131 (2025)		The WDC dataset is used to evaluate all-in-one image restoration methods, particularly focusing on the effectiveness of partitioning strategies in urban areas. This involves assessing how well these methods can restore images by dividing them into manageable sections, enhancing the accuracy and efficiency of restoration in complex urban environments.
DID	https://doi.org/10.48550/arXiv.2412.20157 (2024)	https://doi.org/10.1109/CVPR.2017.186 (2017)	The DID dataset is primarily used for training deraining models, providing a diverse set of synthetic rain images. This enhances the robustness of the models by exposing them to varied rain conditions. The dataset's synthetic nature allows researchers to control and manipulate rain characteristics, improving the model's generalization and performance in real-world scenarios.
DDN	https://doi.org/10.48550/arXiv.2412.20157 (2024)	https://doi.org/10.1109/CVPR.2017.186 (2017)	The DDN dataset is used for training deraining models by providing additional synthetic rain images. This expands the training dataset, enhancing model performance in removing rain from images. The dataset's synthetic nature allows researchers to augment their training data, addressing the challenge of limited real-world rain imagery.
Laion-High-Resolution	https://www.semanticscholar.org/paper/7d7712fbd2f7cdda845c176b03b84f2df93a8b2f (2025)	https://doi.org/10.48550/arXiv.2210.08402 (2022)	The Laion-High-Resolution dataset is used to select high-quality, diverse images for image restoration experiments, specifically focusing on enhancing image resolution and quality. Researchers employ this dataset to evaluate and improve image restoration techniques, leveraging its rich and varied content to ensure robust and effective enhancement methods.
MiO100	https://doi.org/10.48550/arXiv.2503.09403 (2025)	https://doi.org/10.48550/arXiv.2401.03379 (2024)	The MiO100 dataset is used to generate low-quality images with mixed degradations, specifically for testing multiple-in-one image restoration methods. Researchers employ sequential and prompt learning strategies to evaluate these methods, focusing on their effectiveness in handling various image degradations. This dataset enables the development and assessment of advanced image restoration techniques by providing a diverse set of degraded images.
new dataset	https://doi.org/10.1109/CVPR52688.2022.00239 (2021)	https://doi.org/10.1109/CVPR.2018.00263 (2017)	The 'new dataset' is specifically used for raindrop removal in image restoration research. It supports the training and evaluation of models aimed at restoring images degraded by raindrops. This dataset enables researchers to develop and test algorithms that enhance image quality by effectively removing raindrop artifacts, focusing on improving visual clarity and detail in rainy conditions.
FoggyCityscape	https://doi.org/10.1109/TMM.2024.3377136 (2024)	https://doi.org/10.1007/s11263-018-1072-8 (2017)	The FoggyCityscape dataset is used to evaluate image restoration techniques, particularly focusing on images with synthetic fog and noise. Researchers employ this dataset to assess the effectiveness of restoration methods in challenging atmospheric conditions, ensuring that algorithms can enhance image clarity and reduce noise. This dataset enables rigorous testing and comparison of different restoration approaches, contributing to advancements in image processing under foggy conditions.
Cityscape	https://doi.org/10.1109/TMM.2024.3377136 (2024)	https://doi.org/10.1109/TPAMI.2016.2577031 (2015)	The Cityscape dataset is primarily used for pre-training the Faster-RCNN object detector, enhancing object detection accuracy in the context of all-in-one image restoration. This dataset's rich annotations and diverse urban scenes enable researchers to improve the robustness and precision of object detection models, which is crucial for effective image restoration tasks.
UAVDT	https://doi.org/10.1109/TIP.2025.3572788 (2025)	https://doi.org/10.1007/978-3-030-01249-6_23 (2018)	The UAVDT dataset is used to evaluate the generalization capability of models in image restoration, particularly focusing on the unique degradation aspects of UAV-captured images, such as varying levels of haze. This dataset enables researchers to test and improve restoration techniques tailored to aerial imagery, enhancing the clarity and usability of UAV-captured images.
SPAD	https://doi.org/10.1109/TIP.2025.3572788 (2025)	https://doi.org/10.1109/CVPR.2019.01255 (2019)	The SPAD dataset is used for conducting image restoration experiments, particularly focusing on image deraining. Researchers employ this dataset to evaluate the effectiveness of various image restoration techniques. The dataset's specific characteristics and images enable rigorous testing and validation of deraining algorithms, contributing to advancements in image restoration methodologies.
UHD-LOL	https://doi.org/10.1109/TCSVT.2024.3516074 (2024)	https://doi.org/10.48550/arXiv.2212.11548 (2022)	The UHD-LOL dataset is used to enhance low-light images in ultra-high-definition settings, specifically addressing complex lighting conditions. Researchers apply this dataset to improve image quality under challenging lighting scenarios, focusing on methodologies that enhance visibility and detail in low-light environments. This dataset enables the development and evaluation of advanced image enhancement techniques, ensuring better performance in real-world applications.
Real-ESRGAN	https://doi.org/10.48550/arXiv.2406.18242 (2024)	https://www.semanticscholar.org/paper/49b64383fe36268410c430352637ed23b16820c5 (2019)	The Real-ESRGAN dataset is used to generate degraded images for training and evaluation, focusing on various degradation configurations. This enhances the robustness of image restoration models. The dataset's ability to simulate diverse degradations is crucial for improving model performance across different scenarios. It enables researchers to test and refine algorithms specifically designed to handle complex image restoration challenges.
SOTS outdoors	https://doi.org/10.48550/arXiv.2406.18242 (2024)	https://doi.org/10.1007/978-3-030-58607-2_7 (2020)	The SOTS outdoors dataset is primarily used for evaluating dehazing algorithms. It provides a collection of outdoor scenes with both synthetic and real haze, enabling researchers to test and compare the effectiveness of different dehazing techniques. This dataset facilitates the assessment of algorithm performance in realistic conditions, enhancing the robustness and reliability of dehazing methods.
LOL ProRes	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.1109/CVPR52729.2023.02083 (2023)	The LOL ProRes dataset is used for low-light image restoration, specifically to enhance images captured in low-light environments. Researchers employ this dataset to develop and evaluate algorithms that improve image quality under low-light conditions. The dataset's focus on low-light scenarios makes it particularly relevant for advancing techniques in this specialized area of image processing.
Transweather	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.1109/CVPR52729.2023.02083 (2023)	The Transweather dataset is used for all-weather image restoration, specifically addressing rain, fog, and snow conditions. Researchers employ this dataset to develop and evaluate algorithms that enhance image quality under adverse weather conditions. The dataset's focus on diverse weather scenarios enables robust testing and validation of image restoration techniques, ensuring they perform effectively in real-world applications.
Motion Deblur	https://doi.org/10.48550/arXiv.2506.16960 (2025)	https://doi.org/10.1109/CVPR.2017.35 (2016)	The Motion Deblur dataset is used to train and evaluate image deblurring models, specifically focusing on dynamic scenes captured by GoPro cameras. This dataset enables researchers to address the challenge of restoring clear images from motion-blurred ones, enhancing the quality of visual data in dynamic environments.
TURBID	https://doi.org/10.48550/arXiv.2506.16960 (2025)	https://doi.org/10.1109/LRA.2020.2974710 (2019)	The TURBID dataset is used to evaluate underwater image enhancement techniques, specifically focusing on improving visual perception. It is employed in methodologies that assess the effectiveness of these techniques, as evidenced by the use of Table 1 for performance evaluation. This dataset enables researchers to address the challenge of enhancing image clarity in underwater environments, which is crucial for various underwater imaging applications.
SOTS-Indoor	https://doi.org/10.1109/TCSVT.2024.3429557 (2024)	https://doi.org/10.1109/TIP.2023.3256763 (2022)	The SOTS-Indoor dataset is used to evaluate the performance of single image dehazing methods, specifically comparing the proposed method against DehazeFormer-L. Research focuses on metrics such as PSNR and computational efficiency (FLOPs). This dataset enables researchers to benchmark and validate the effectiveness and efficiency of their dehazing algorithms in indoor environments.
SMD	https://doi.org/10.48550/arXiv.2402.03738 (2024)	https://doi.org/10.1109/TITS.2016.2634580 (2016)	The SMD dataset is used to evaluate dehazing methods in image restoration research. It focuses on assessing image quality improvement through metrics such as PSNR, SSIM, and NIQE. This dataset enables researchers to quantitatively compare the effectiveness of different dehazing techniques, providing a standardized benchmark for performance evaluation.
Set12	https://doi.org/10.1109/CVPR52733.2024.00277 (2023)	https://doi.org/10.1109/TIP.2017.2662206 (2016)	Set12 is used to evaluate methods for grayscale image denoising, focusing on performance and quality improvements. The dataset's small, well-curated nature makes it suitable for detailed assessments of denoising techniques, enabling researchers to measure specific enhancements in image restoration accuracy and efficiency.
Enhancing Under-water Visual Perception (EUVP)	https://doi.org/10.48550/arXiv.2310.10123 (2023)	https://doi.org/10.1109/CVPR46437.2021.00906 (2020)	The EUVP dataset is used to evaluate techniques for reducing underexposure and blur artifacts in underwater images, enhancing visual perception. Researchers employ this dataset to test and validate methods that improve image clarity and quality, focusing on specific challenges like low light and distortion. This enables more accurate and reliable underwater imaging for various applications.
Enhancing Underwater Visual Perception (EUVP) dataset	https://doi.org/10.48550/arXiv.2310.10123 (2023)	https://doi.org/10.48550/arXiv.2309.06380 (2023)	The EUVP dataset is used to evaluate image restoration methods on underwater images, focusing on issues such as color correction and clarity improvement. Researchers employ this dataset to test and validate their algorithms, ensuring they effectively enhance visual perception in underwater environments. The dataset's relevance lies in its ability to provide realistic challenges for image restoration techniques, making it a valuable resource for advancing underwater visual perception technologies.
unseen under-display-camera dataset	https://doi.org/10.48550/arXiv.2310.10123 (2023)	https://doi.org/10.48550/arXiv.2309.06380 (2023)	The unseen under-display-camera dataset is used to test image restoration techniques, specifically focusing on reducing artifacts and enhancing image quality in under-display-camera images. Researchers employ this dataset to evaluate and improve the performance of image restoration algorithms, addressing challenges unique to under-display-camera technology.
WEB	https://doi.org/10.1109/TIP.2024.3456583 (2023)	https://doi.org/10.1109/TIP.2016.2631888 (2017)	The WEB dataset is used for training denoising models, providing web-based images that enhance the real-world applicability of these models. This dataset enables researchers to develop and refine algorithms that can effectively reduce noise in images sourced from the internet, improving their quality and usability in various applications.
NTIRE	https://doi.org/10.48550/arXiv.2404.02154 (2024)	https://doi.org/10.1109/CVPRW53098.2021.00074 (2021)	The NTIRE dataset is used to provide high-quality, high-resolution natural images for training and evaluation in image restoration tasks. It supports the development and assessment of algorithms designed to enhance image quality, focusing on restoring degraded images to their original state. This dataset enables researchers to benchmark and compare the performance of different restoration techniques effectively.
Flikr2K	https://doi.org/10.48550/arXiv.2404.02154 (2024)	https://doi.org/10.1109/CVPRW53098.2021.00074 (2021)	The Flikr2K dataset is used for training and evaluating image restoration models, focusing on diverse content and real-world image challenges. It enables researchers to test the robustness and versatility of their models by providing a wide range of image types and conditions, enhancing the reliability of image restoration techniques.
Laion-HR	https://doi.org/10.48550/arXiv.2404.02154 (2024)	https://doi.org/10.1109/CVPRW53098.2021.00074 (2021)	The Laion-HR dataset is used for large-scale image restoration, providing millions of high-resolution images to enhance the generalization and performance of restoration models. This dataset enables researchers to train and evaluate models on a diverse set of high-quality images, improving the robustness and effectiveness of image restoration techniques.
Snow100k-R	https://doi.org/10.48550/arXiv.2411.10708 (2024)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The Snow100k-R dataset is used to evaluate the effectiveness of AllRestorer in snow removal, focusing on enhancing clarity and detail in snowy scenes. This dataset enables researchers to assess the performance of image restoration techniques specifically designed to handle snow-related distortions, ensuring that restored images are clearer and more detailed.
SPA-Data	https://doi.org/10.48550/arXiv.2411.10708 (2024)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The SPA-Data dataset is used to evaluate the performance of AllRestorer in various real-world scenarios, focusing on multiple types of image degradation and restoration challenges. This dataset enables researchers to assess the effectiveness of image restoration techniques under diverse conditions, ensuring robustness and versatility in practical applications.
OTS dataset of RESIDE-β	https://doi.org/10.48550/arXiv.2408.15994 (2024)	https://doi.org/10.1109/ICCV.2001.937655 (2001)	The OTS dataset of RESIDE-β is primarily used for training image dehazing models, providing a large set of paired images that facilitate the development and improvement of these models. This dataset enables researchers to enhance the clarity of hazy images by training algorithms to effectively remove atmospheric haze, thereby improving image quality and visual clarity.
UIEB	https://doi.org/10.48550/arXiv.2501.12981 (2025)	https://doi.org/10.1016/j.image.2020.115978 (2019)	The UIEB dataset is used in research to evaluate and compare the visual quality and restoration effectiveness of enhanced underwater images against reference images. This involves assessing the performance of image enhancement techniques, focusing on how well they improve the clarity and detail of underwater scenes. The dataset enables researchers to quantitatively and qualitatively analyze the outcomes of different restoration methods, ensuring that enhancements are both visually appealing and scientifically valid.
LOL-v2-real	https://doi.org/10.48550/arXiv.2501.12981 (2025)	https://doi.org/10.1016/j.cviu.2022.103403 (2022)	The LOL-v2-real dataset is used to validate the performance of UniUIR on real-world low-light image enhancement, specifically by comparing it against other methods. This dataset enables researchers to assess the effectiveness of image enhancement techniques in practical, low-light conditions, ensuring that the methods can be reliably applied in real-world scenarios.
SID	https://doi.org/10.48550/arXiv.2501.12981 (2025)	https://doi.org/10.1016/j.cviu.2022.103403 (2022)	The SID dataset is used to validate the performance of UniUIR on low-light image enhancement, specifically focusing on Sony camera images. It enables researchers to assess and improve the effectiveness of image restoration techniques under low-light conditions, leveraging the dataset's characteristic focus on Sony camera data.
BAID	https://doi.org/10.48550/arXiv.2501.12981 (2025)	https://doi.org/10.1016/j.cviu.2022.103403 (2022)	The BAID dataset is used to validate the performance of UniUIR on backlit image enhancement, specifically by comparing it against other methods. This dataset enables researchers to assess and benchmark the effectiveness of image restoration techniques in enhancing backlit images, focusing on the improvement of visual quality and detail recovery.
T90	https://doi.org/10.48550/arXiv.2501.12981 (2025)	https://doi.org/10.1109/ICCV51070.2023.00371 (2023)	The T90 dataset is used to assess the effectiveness of underwater image restoration techniques on segmentation performance. Researchers apply the Segment Anything Model (SAM) to restored images from various underwater image restoration (UIR) methods, evaluating how these enhancements improve segmentation accuracy. This dataset enables the comparison of different UIR approaches and their impact on downstream computer vision tasks.
SIDD val	https://doi.org/10.48550/arXiv.2408.15994 (2024)	https://doi.org/10.48550/arXiv.2206.05514 (2022)	The SIDD val dataset is used to evaluate noise reduction in images, specifically focusing on real-world noise patterns and restoration quality. Researchers employ this dataset to assess the performance of image restoration techniques, ensuring they effectively handle authentic noise scenarios. This enables the development and refinement of algorithms that improve image clarity and fidelity in practical applications.
RealRain-1k-L	https://doi.org/10.48550/arXiv.2408.15994 (2024)	https://doi.org/10.48550/arXiv.2206.05514 (2022)	The RealRain-1k-L dataset is used to test rain removal algorithms, specifically focusing on their performance in real-world rainy scenes. Researchers employ this dataset to evaluate the effectiveness of deraining methodologies, ensuring they can handle authentic rain conditions. This dataset enables the assessment of algorithmic robustness and reliability in practical deraining applications.
SOTS (outdoor)	https://doi.org/10.1007/978-3-031-72764-1_1 (2024)	https://doi.org/10.1109/TIP.2018.2867951 (2017)	The SOTS (outdoor) dataset is used to evaluate dehazing methods, specifically focusing on outdoor scenes. It enables researchers to assess the performance of these methods in realistic conditions, ensuring that the dehazing techniques are effective in practical scenarios. The dataset's emphasis on outdoor environments provides a robust testbed for dehazing algorithms.
SOTS outdoor dataset	https://doi.org/10.1007/978-3-031-72764-1_1 (2024)	https://doi.org/10.1109/TIP.2018.2867951 (2017)	The SOTS outdoor dataset is used for dehazing comparisons in all-in-one image restoration methods, specifically to enhance outdoor image quality and improve clarity. Researchers employ this dataset to evaluate and compare the effectiveness of different dehazing techniques, focusing on the visual quality and clarity of restored images.
REDS dataset	https://doi.org/10.48550/arXiv.2411.18412 (2024)	https://doi.org/10.1109/CVPR.2017.35 (2016)	The REDS dataset is used to evaluate methods for handling blur and JPEG artifacts in image restoration. Research focuses on assessing the effectiveness of approaches in managing compression artifacts, utilizing the dataset's characteristics to test and validate restoration techniques. This enables researchers to improve image quality in scenarios involving both blurring and compression.
SRRS dataset	https://doi.org/10.48550/arXiv.2411.18412 (2024)	https://doi.org/10.1109/CVPR.2017.35 (2016)	The SRRS dataset is used to evaluate image restoration approaches, particularly focusing on the robustness of methods in complex weather conditions such as haze and snow. Researchers employ this dataset to test and validate their algorithms, ensuring they can effectively handle multiple degradations simultaneously. This enables the assessment of performance in realistic, challenging environments.
BSD300	https://doi.org/10.1109/TCSVT.2024.3398810 (2023)	https://doi.org/10.1109/TCSVT.2019.2920407 (2017)	The BSD300 dataset is primarily used for image denoising research, where it serves as a benchmark for evaluating the performance of noise reduction techniques. Specifically, it is utilized in studies employing conditional generative adversarial networks (cGANs) to enhance image quality by effectively reducing noise. This dataset's diverse and high-quality images enable researchers to test and refine their models, ensuring robustness and generalizability in various denoising applications.
MIR	https://doi.org/10.48550/arXiv.2503.09131 (2025)	https://doi.org/10.4231/R7RX991C (2015)	The MIR dataset is used for fine-tuning models in real-world denoising scenarios, specifically to enhance denoising performance across diverse conditions. This dataset enables researchers to improve the robustness and effectiveness of image restoration models by providing a variety of real-world noise patterns, thus addressing the challenge of achieving high-quality denoising in practical applications.
Mix Degradations datasets	https://doi.org/10.48550/arXiv.2406.18242 (2024)	https://doi.org/10.1109/CVPR52688.2022.00564 (2021)	The Mix Degradations dataset is used to evaluate the performance of ConStyle models converted from U-Net models, specifically focusing on image restoration tasks under various degradations. This dataset enables researchers to assess how well these models handle different types of image degradations, providing insights into their effectiveness and robustness in real-world scenarios.
ImageNet	https://doi.org/10.48550/arXiv.2411.17687 (2024)	https://doi.org/10.1109/CVPR.2009.5206848 (2009)	The ImageNet dataset is primarily used to pre-train transformer encoders, which enhances their feature extraction capabilities. This pre-training focuses on improving generalization for image restoration tasks. The dataset's large scale and diverse image content enable researchers to develop models that perform well across various restoration challenges, leveraging the rich feature representations learned from ImageNet.
DF2K	https://doi.org/10.48550/arXiv.2504.09973 (2025)	https://doi.org/10.48550/arXiv.2401.03379 (2024)	The DF2K dataset is used to evaluate the versatility of image restoration methods across a comprehensive seven-task benchmark. This benchmark assesses the method's performance on diverse image restoration tasks, leveraging the dataset's extensive and varied content. The dataset enables researchers to test and validate their approaches in a robust, multi-faceted manner, ensuring broad applicability and effectiveness in real-world scenarios.
Indoor Training Set (ITS)	https://doi.org/10.1109/TCSVT.2024.3519352 (2025)	https://doi.org/10.1109/TIP.2018.2867951 (2017)	The Indoor Training Set (ITS) is used for training dehazing models on indoor scenes. It provides a diverse set of synthetic images with known ground truth, enabling researchers to develop and evaluate dehazing algorithms effectively. The dataset's synthetic nature and ground truth data facilitate the assessment of model performance in various indoor conditions.
