Name (extracted)	Citing Article	Citied Article	Features
RealSet80	https://doi.org/10.1109/TPAMI.2024.3461721 (2024)	https://doi.org/10.1109/ICCV.2017.355 (2017)	RealSet80 is used to evaluate and develop image restoration methods, particularly focusing on low-quality and real-world images. The dataset supports the testing of blind image restoration techniques and enhances the quality of images commonly referenced in recent literature. It enables researchers to assess the effectiveness of various restoration approaches in practical scenarios.
Wild dataset	https://doi.org/10.1109/TCSVT.2023.3286405 (2024)	https://doi.org/10.1109/ICCV.2017.423 (2017)	The Wild dataset is used to evaluate image restoration algorithms by testing their performance on 55 image triplets from diverse real-world scenes. It assesses the generalization and robustness of these algorithms across various conditions, emphasizing their effectiveness in wild settings. This dataset enables researchers to validate the reliability of image restoration techniques in practical, uncontrolled environments.
Postcard dataset	https://doi.org/10.1109/TCSVT.2023.3286405 (2024)	https://doi.org/10.1109/ICCV.2017.423 (2017)	The Postcard dataset is used to assess and test image restoration techniques, particularly focusing on the preservation of fine details and color accuracy in 199 triplet images from postcards. It evaluates algorithm performance, including single-image reflection removal, using metrics like PSNR to measure effectiveness. This dataset challenges researchers to improve restoration methods while maintaining high visual quality.
CDD-11	https://doi.org/10.48550/arXiv.2410.08688 (2024)	https://doi.org/10.1007/978-3-030-58595-2_30 (2020)	The CDD-11 dataset is used to evaluate and compare low-order methods integrated with CoR against end-to-end methods in image restoration. It focuses on One-to-One and One-to-Many restoration techniques, encompassing 11 degradation types such as l, h, r, s, and their combinations. This dataset enables researchers to assess the effectiveness of different restoration approaches under various degradation scenarios.
U-WADN	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The U-WADN dataset is used for training and evaluating wide-adaptive dynamic networks, specifically to enhance all-in-one image restoration capabilities. It is particularly effective in handling underwater images, allowing researchers to assess and improve image restoration methods in challenging aquatic environments. This dataset enables the development and testing of algorithms that can adapt to varying image conditions, thereby advancing the field of image restoration.
SA-1B	https://doi.org/10.1109/CVPR52733.2024.02425 (2024)	https://doi.org/10.48550/arXiv.2210.08402 (2022)	The SA-1B dataset is used to evaluate and compare image quality against other large datasets, highlighting its significance in image restoration tasks. Researchers employ this dataset to assess the effectiveness of different restoration methods, focusing on the importance of high-quality images in achieving better restoration outcomes. This dataset enables rigorous benchmarking and validation of image restoration techniques.
PieAPP	https://www.semanticscholar.org/paper/f942a4a56e6549c83844747ad6c4ae58000b2988 (2020)	https://doi.org/10.1109/CVPR.2018.00194 (2018)	The PieAPP dataset is used to assess perceptual errors in image restoration by conducting pairwise comparisons to evaluate human preference and perception of image quality. It focuses on measuring the differences between restored and original images, enabling researchers to refine restoration techniques based on human visual preferences.
Snow100K-S	https://doi.org/10.48550/arXiv.2207.04754 (2022), https://doi.org/10.1109/TPAMI.2023.3238179 (2022)	https://doi.org/10.1109/TCSVT.2020.3003025 (2021)	The Snow100K-S dataset is used to evaluate the performance of image desnowing techniques, particularly in smaller-scale images. It focuses on comparing methods like SMGARN and DS-GAN, emphasizing metrics such as PSNR and SSIM to assess improvements in de-snowing effectiveness. This dataset enables researchers to benchmark and refine algorithms for better image restoration in snowy conditions.
synthetic rain (Zamir et al. 2021) datasets (SRD)	https://doi.org/10.48550/arXiv.2409.00263 (2024)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The synthetic rain (Zamir et al. 2021) datasets (SRD) are used to train methods for rain removal, specifically evaluating the effectiveness of synthetic rain data in enhancing all-weather image restoration. This dataset enables researchers to test and improve algorithms by providing a controlled environment with synthetic rain conditions, facilitating the development of more robust image restoration techniques.
Test1 dataset	https://doi.org/10.1109/CVPR52688.2022.00239 (2021)	https://doi.org/10.1109/CVPR.2018.00263 (2017)	The Test1 dataset is used for evaluating the performance of image restoration methods, specifically focusing on general image quality metrics. Researchers employ this dataset to assess and compare the effectiveness of different restoration techniques, ensuring that the restored images meet high-quality standards. This dataset enables rigorous testing and validation of image restoration algorithms, contributing to advancements in the field.
Snow100k-L test set	https://doi.org/10.1109/CVPR52688.2022.00239 (2021)	https://doi.org/10.1109/CVPR.2018.00263 (2017)	The Snow100k-L test set is used to evaluate methods for removing snow from images, focusing on the reduction of noise and enhancement of visibility. This dataset enables researchers to assess the effectiveness of their techniques in improving image quality under snowy conditions, providing a benchmark for performance comparison.
U45	https://doi.org/10.48550/arXiv.2501.12981 (2025)	https://doi.org/10.1109/TCSVT.2019.2963772 (2019)	The U45 dataset is used for visual and real-world underwater image enhancement, specifically focusing on improving structural details under natural light conditions. It facilitates the testing and comparison of restoration techniques, enabling researchers to address the unique challenges of underwater imaging. This dataset supports the evaluation of methods designed to enhance image quality in natural lighting scenarios.
SQUID-16	https://doi.org/10.48550/arXiv.2501.12981 (2025)	https://doi.org/10.1109/TCSVT.2019.2963772 (2019)	The SQUID-16 dataset is used for evaluating and comparing image restoration techniques, particularly in enhancing structural details under natural light conditions. It is specifically applied to assess underwater image enhancement methods, addressing the unique challenges posed by natural lighting. This dataset facilitates visual comparisons and performance evaluations, enabling researchers to refine and validate their restoration algorithms in realistic scenarios.
RealIR	https://doi.org/10.48550/arXiv.2412.00878 (2024)	https://doi.org/10.1109/ICCV48922.2021.00510 (2021)	The RealIR dataset is used as a test set without ground truth for evaluating image restoration methods. It employs non-reference metrics aligned with human perception to assess the performance of these methods. This enables researchers to validate the effectiveness of image restoration techniques in scenarios where ground truth images are unavailable, focusing on perceptual quality rather than pixel-level accuracy.
UIEB	https://doi.org/10.48550/arXiv.2501.12981 (2025), https://doi.org/10.1145/3664647.3681621 (2024)	https://doi.org/10.1016/j.image.2020.115978 (2019)	The UIEB dataset is used for evaluating and comparing underwater image enhancement algorithms. It focuses on assessing the visual quality and restoration effectiveness of enhanced underwater images against reference images. This dataset enables researchers to improve visual clarity and quality in underwater environments, supporting the development and refinement of image enhancement techniques.
Indoor Training Set	https://doi.org/10.1145/3664647.3680762 (2024)	https://doi.org/10.1109/CVPR.2017.183 (2016)	The Indoor Training Set, part of the RESIDE dataset, is used for dehazing indoor scenes to enhance visibility and clarity. This dataset supports research focused on image dehazing techniques, employing methodologies aimed at improving the visual quality of indoor images by removing haze effects. It enables researchers to develop and evaluate algorithms that restore clear images from hazy ones, addressing specific challenges in indoor environments.
Rain-Haze-Snow	https://doi.org/10.1109/CVPR52729.2023.00563 (2023), https://doi.org/10.48550/arXiv.2505.12630 (2025)	https://doi.org/10.1109/cvpr42600.2020.00324 (2020)	The 'Rain-Haze-Snow' dataset is used to train and evaluate machine learning models for all-in-one image restoration, specifically targeting rain, haze, and snow removal. It supports neural architecture search methods and single-encoder, multi-decoder frameworks, enabling researchers to develop and test algorithms that effectively handle multiple weather-based image degradations.
Microsoft COCO	https://doi.org/10.1109/CVPR52729.2023.01351 (2023)	https://doi.org/10.1007/s11263-015-0816-y (2014)	The Microsoft COCO dataset is used for training and evaluating image restoration models, particularly focusing on common objects in context. It helps researchers assess model performance on high-quality images and identify issues with low-quality inputs, ensuring robustness in real-world scenarios. The dataset's rich annotations and diverse image content enable comprehensive evaluation and improvement of image restoration techniques.
GoPro test dataset	https://doi.org/10.48550/arXiv.2208.05244 (2022)	https://doi.org/10.1109/CVPR.2017.35 (2016)	The GoPro test dataset is used to evaluate and compare the performance of deblurring methods, particularly in dynamic scenes. It focuses on assessing quantitative metrics and visual quality, enabling researchers to measure image restoration accuracy and overall performance against state-of-the-art techniques. This dataset supports the development and validation of advanced deblurring algorithms by providing a standardized benchmark for image quality and restoration.
CoCo	https://doi.org/10.1109/CVPR52729.2023.01351 (2023)	https://doi.org/10.1007/s11263-015-0816-y (2014)	The CoCo dataset is used to provide a rich semantic representation space for image restoration, particularly focusing on common objects in context. This enables researchers to enhance the contextual understanding and accuracy of restored images, addressing specific challenges related to object-centric restoration.
CUB	https://doi.org/10.1109/CVPR52729.2023.01351 (2023)	https://www.semanticscholar.org/paper/c069629a51f6c1c301eb20ed77bc6b586c24ce32 (2011)	The CUB dataset is used for pre-training recognition models like VGG16 and ResNet50 on clean images, which aids in evaluating restored test images from degraded sets. It is also employed in image classification tasks to compare state-of-the-art image restoration methods for both single and multiple degradations. This dataset facilitates the assessment of restoration techniques by providing a benchmark for classification accuracy post-restoration.
BSD dataset	https://doi.org/10.1109/CVPRW59228.2023.00178 (2023)	https://doi.org/10.1109/ICCV.2001.937655 (2001)	The BSD dataset is used to train and evaluate early image restoration methods, specifically employing a larger set of 400 images. This dataset helps assess the generalization and robustness of these methods, enabling researchers to test and improve the performance of image restoration techniques across diverse image content.
SCUT-CTW1500	https://doi.org/10.1109/CVPRW59228.2023.00178 (2023)	https://doi.org/10.1109/CVPR.2018.00070 (2018)	The SCUT-CTW1500 dataset is primarily used for evaluating curve text detection in wild images. It focuses on the restoration and recognition of curved text in diverse environments, employing methodologies that test the accuracy and robustness of text detection algorithms. This dataset enables researchers to address specific challenges in recognizing and restoring curved text, enhancing the performance of text detection systems in real-world scenarios.
RO	https://doi.org/10.1109/TPAMI.2023.3330416 (2023)	https://doi.org/10.1109/CVPR.2017.35 (2016)	The RO dataset is used to evaluate image restoration models, focusing on performance and inference speed comparisons, particularly against Restormer. It enables researchers to assess and benchmark the effectiveness of different restoration techniques, ensuring that new models meet high standards in both quality and efficiency.
RAIN 100L	https://doi.org/10.1109/TPAMI.2023.3330416 (2023)	https://doi.org/10.1109/TCSVT.2019.2920407 (2017)	The RAIN 100L dataset is used to evaluate the performance of rain removal algorithms, specifically focusing on synthetic rain images with varying intensities and complexities. This dataset enables researchers to test and compare different methodologies for rain removal, ensuring robustness across diverse rain conditions.
TEST 100	https://doi.org/10.1109/TPAMI.2023.3330416 (2023)	https://doi.org/10.1109/TCSVT.2019.2920407 (2017)	The TEST 100 dataset is used to evaluate the performance of rain removal algorithms on a controlled set of test images. Researchers employ this dataset to assess algorithm effectiveness, focusing on specific image restoration tasks such as rain removal. The dataset's smaller, controlled nature allows for precise and manageable testing environments, enabling detailed analysis of algorithmic performance in rain removal scenarios.
TEST 1200	https://doi.org/10.1109/TPAMI.2023.3330416 (2023)	https://doi.org/10.1109/TCSVT.2019.2920407 (2017)	The TEST 1200 dataset is used to evaluate the robustness of rain removal methods by applying these techniques to a large, diverse set of test images. This evaluation helps researchers assess the effectiveness and generalizability of rain removal algorithms across various image conditions. The dataset's diversity and size enable comprehensive testing, ensuring that the methods can handle a wide range of real-world scenarios.
TEST 2800	https://doi.org/10.1109/TPAMI.2023.3330416 (2023)	https://doi.org/10.1109/TCSVT.2019.2920407 (2017)	The TEST 2800 dataset is used to evaluate the scalability and generalization of rain removal techniques on a large set of test images. It provides a comprehensive benchmark for assessing the performance of these techniques under diverse conditions, enabling researchers to validate the robustness and effectiveness of their methods in removing rain from images.
AAHCS	https://doi.org/10.1109/TGRS.2024.3378828 (2024)	https://doi.org/10.1109/LGRS.2017.2771212 (2017)	The AAHCS dataset is used for hyperspectral image reconstruction, employing compressive sensing and tensor decomposition techniques. It enables researchers to address challenges in efficiently reconstructing high-dimensional hyperspectral images from compressed measurements, facilitating advancements in hyperspectral imaging technology.
SPACE	https://doi.org/10.1109/TGRS.2024.3378828 (2024)	https://doi.org/10.1109/LGRS.2017.2771212 (2017)	The SPACE dataset is primarily used for hyperspectral image reconstruction, employing methodologies such as compressive sensing and tensor decomposition. It addresses research questions related to efficient and accurate reconstruction of hyperspectral images from compressed data. The dataset's characteristics enable researchers to test and validate advanced reconstruction algorithms, enhancing the quality and resolution of hyperspectral imagery.
H-LSS	https://doi.org/10.1109/TGRS.2024.3378828 (2024)	https://doi.org/10.1109/LGRS.2017.2771212 (2017)	The H-LSS dataset is primarily used for hyperspectral image reconstruction, employing methodologies such as compressive sensing and tensor decomposition. This dataset enables researchers to address challenges in efficiently reconstructing high-dimensional hyperspectral images from compressed measurements, enhancing the quality and resolution of the reconstructed images. The dataset's characteristics support advanced signal processing techniques, making it valuable for improving the accuracy and efficiency of hyperspectral imaging applications.
Set68	https://www.semanticscholar.org/paper/cbd65255f6266f798326acc8e0654e40ea0918cf (2018)	https://doi.org/10.1109/ICCV.2001.937655 (2001)	Set68 is used for testing image restoration and denoising models, focusing on performance evaluation at specific noise levels (σ = 15, 25, 50). The dataset enables researchers to assess model effectiveness under controlled conditions, providing a standardized benchmark for comparing different image restoration techniques.
Outdoor	https://doi.org/10.1109/TIP.2024.3368961 (2023)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The 'Outdoor' dataset is used to train models on heavy rain images containing rain streaks and haze, enhancing the model's performance in complex weather conditions. This dataset specifically supports research in image restoration under challenging environmental scenarios, focusing on improving visual clarity and detail recovery in adverse weather.
CelebA-Test	https://doi.org/10.48550/arXiv.2308.15070 (2023)	https://doi.org/10.1109/ICCV.2015.425 (2014)	The CelebA-Test dataset is used to evaluate the performance of image restoration methods, specifically DiffBIR and BFR. It focuses on achieving high FID scores and improving attribute restoration and recognition accuracy on synthetic face images. The dataset's facial attributes and synthetic nature enable researchers to rigorously test and compare different restoration techniques.
SateHaze1k-Thin	https://doi.org/10.1109/TPAMI.2024.3419007 (2024)	https://doi.org/10.1007/978-3-030-58610-2_28 (2020)	The SateHaze1k-Thin dataset is used to evaluate model performance in remote sensing image dehazing, specifically under thin haze conditions. Researchers apply this dataset to assess the effectiveness of dehazing algorithms, focusing on the clarity and quality of restored images. The dataset's emphasis on thin haze scenarios makes it particularly useful for refining and testing dehazing techniques in less severe atmospheric conditions.
SateHaze1k-Moderate	https://doi.org/10.1109/TPAMI.2024.3419007 (2024)	https://doi.org/10.1007/978-3-030-58610-2_28 (2020)	The SateHaze1k-Moderate dataset is used to evaluate the effectiveness of dehazing models in moderate haze conditions for remote sensing images. It specifically tests the model's ability to achieve high-quality dehazing, focusing on improving image clarity and detail in hazy satellite imagery. This dataset enables researchers to assess and enhance dehazing algorithms, ensuring they perform well under realistic atmospheric conditions.
SateHaze1k-Thick	https://doi.org/10.1109/TPAMI.2024.3419007 (2024)	https://doi.org/10.1007/978-3-030-58610-2_28 (2020)	The SateHaze1k-Thick dataset is used to evaluate the robustness of models in thick haze conditions for remote sensing images. It is employed to demonstrate state-of-the-art performance in this challenging environment, focusing on the ability of models to maintain accuracy and reliability under dense atmospheric haze. This dataset specifically enables researchers to test and improve image restoration techniques in real-world, hazy conditions.
ISTD	https://doi.org/10.48550/arXiv.2203.06074 (2022)	https://doi.org/10.1109/CVPR.2018.00182 (2018)	The ISTD dataset is primarily used for shadow removal in images, enhancing overall image quality by effectively reducing shadow effects. This dataset supports research focused on improving visual clarity and detail in images affected by shadows. The methodologies employed involve techniques to identify and mitigate shadow impacts, contributing to advancements in image restoration and enhancement.
our unpaired training set	https://doi.org/10.1109/TIP.2021.3051462 (2019)	https://www.semanticscholar.org/paper/c7798bbbcd2e85593a2b2d37b92dabac63420cd8 (2018)	The 'our unpaired training set' dataset is used to train a vanilla CycleGAN for low-light image enhancement. It is employed to compare the performance of this method against other techniques such as RetinexNet, SRIE, LIME, and NPE. This dataset enables researchers to evaluate and benchmark different low-light image enhancement approaches, focusing on the effectiveness and efficiency of CycleGAN in this context.
BBD-100k	https://doi.org/10.1109/TIP.2021.3051462 (2019)	https://doi.org/10.1109/cvpr42600.2020.00271 (2018)	The BBD-100k dataset is used to evaluate and demonstrate the effectiveness of image restoration techniques, particularly in diverse driving scenarios. It supports visual comparisons and showcases the ability of models like EnlightenGAN to improve image quality. The dataset's diverse scenarios enable researchers to test and validate multitask learning approaches in image restoration.
Snow realistic	https://doi.org/10.1109/ICCV51070.2023.01983 (2023)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The 'Snow realistic' dataset is used to test and validate snow removal algorithms by providing realistic synthetic snow images. It is employed in real-world experimental analysis to assess the effectiveness of desnowing methods, enabling researchers to evaluate how well these algorithms perform on realistic snow scenes.
NYUv2	https://doi.org/10.48550/arXiv.2409.15278 (2024)	https://doi.org/10.1007/978-3-642-33715-4_54 (2012)	The NYUv2 dataset is utilized for monocular depth estimation and surface normal estimation, primarily in indoor scenes. It provides RGB-D images, which are used to evaluate image restoration techniques. The dataset's detailed RGBD images and surface normals enable researchers to assess and improve algorithms for these specific tasks, enhancing the accuracy of depth and normal predictions in indoor environments.
Hypersim	https://doi.org/10.48550/arXiv.2409.15278 (2024)	https://www.semanticscholar.org/paper/c6e57b2d36a4231cef82d7e0e27413ae4bb4dee5 (2020)	The Hypersim dataset is used for holistic indoor scene understanding, leveraging photorealistic synthetic data to train and evaluate image restoration models. It provides a rich set of annotations and high-quality images, enabling researchers to address complex challenges in scene understanding and image restoration within indoor environments.
VKITTI 2	https://doi.org/10.48550/arXiv.2409.15278 (2024)	https://www.semanticscholar.org/paper/c6e57b2d36a4231cef82d7e0e27413ae4bb4dee5 (2020)	The VKITTI 2 dataset is utilized for evaluating image restoration techniques, providing synthetic data with controlled variations. Researchers use this dataset to assess the performance of models under different conditions, focusing on the accuracy and robustness of image restoration methods. The controlled nature of the synthetic data allows for a rigorous evaluation of these techniques, enabling researchers to identify strengths and weaknesses in their models.
MagicBrush Test	https://doi.org/10.48550/arXiv.2409.15278 (2024)	https://doi.org/10.48550/arXiv.2306.10012 (2023)	The MagicBrush Test dataset is used to evaluate the effectiveness of PixWizard in instruction-guided image editing. Research focuses on assessing the accuracy and quality of image edits based on manual annotations. This dataset enables researchers to measure how well the model follows specific instructions, providing insights into the performance and reliability of instruction-based image editing techniques.
Emu Edit Test	https://doi.org/10.48550/arXiv.2409.15278 (2024)	https://doi.org/10.48550/arXiv.2306.10012 (2023)	The 'Emu Edit Test' dataset is used to assess the performance of PixWizard in precise image editing tasks. It combines recognition and generation to evaluate the precision and coherence of editing outcomes. This dataset enables researchers to test and refine algorithms for image editing, focusing on the accuracy and contextual consistency of the edits.
Rain100 L	https://doi.org/10.1109/TIV.2023.3347952 (2024)	https://doi.org/10.18535/ijecs/v5i1.12 (2016)	The Rain100 L dataset is used to train and evaluate the AirNet model, specifically addressing overfitting issues in image de-raining. The dataset employs attention mechanisms and contrastive learning to enhance the model's performance. It is crucial for assessing the effectiveness of these techniques in removing rain from images, making it a valuable resource for improving image restoration algorithms.
NTIRE	https://doi.org/10.48550/arXiv.2404.02154 (2024), https://doi.org/10.1109/CVPR52729.2023.00958 (2023)	https://doi.org/10.1109/CVPRW53098.2021.00074 (2021)	The NTIRE dataset is used to provide high-quality, high-resolution natural images for training and evaluating image restoration models. It supports tasks such as low-light enhancement and HDR recovery, enabling researchers to demonstrate superior qualitative and quantitative performance compared to zero-shot baselines. The dataset's high-resolution images facilitate robust model training and rigorous performance evaluation in these specific restoration tasks.
Laion-HR	https://doi.org/10.48550/arXiv.2404.02154 (2024), https://doi.org/10.48550/arXiv.2306.05390 (2023)	https://doi.org/10.1109/CVPRW53098.2021.00074 (2021)	The Laion-HR dataset is used for training and evaluating image restoration models, particularly focusing on high-resolution image enhancement. It serves as a large-scale, high-quality visual content subset of Laion-5B, enabling researchers to develop and test advanced image restoration techniques. This dataset's massive size and high resolution are crucial for improving the performance and robustness of image restoration models.
polyU Real World Noisy Images Dataset	https://doi.org/10.48550/arXiv.2306.05390 (2023)	https://www.semanticscholar.org/paper/fb52f9294fa1cd83660eccac486367eac01ea32d (2018)	The polyU Real World Noisy Images Dataset is used to train color denoising models, specifically focusing on real-world noisy images. This dataset enhances the denoising performance in practical scenarios by providing realistic noise patterns, enabling researchers to develop more effective and robust image restoration techniques.
Smartphone Image Denoising Dataset (SIDD)	https://doi.org/10.48550/arXiv.2306.05390 (2023)	https://www.semanticscholar.org/paper/fb52f9294fa1cd83660eccac486367eac01ea32d (2018)	The Smartphone Image Denoising Dataset (SIDD) is primarily used to train and evaluate color denoising models, focusing on noise reduction in images captured by smartphone cameras. This dataset enables researchers to develop and test algorithms that enhance image quality by specifically addressing the unique noise characteristics of smartphone camera sensors.
Rain1400	https://doi.org/10.48550/arXiv.2306.05390 (2023)	https://doi.org/10.1109/CVPR.2016.299 (2016)	The Rain1400 dataset is used for training and evaluating deraining models, offering a diverse collection of synthetic and real-world rainy images. This dataset enables researchers to test the effectiveness of their models in removing rain artifacts from images, thereby improving image clarity and quality. The diversity of the dataset supports robust model evaluation across various rainy conditions.
DDN 12	https://doi.org/10.48550/arXiv.2404.12091 (2024)	https://doi.org/10.1109/CVPR.2017.183 (2016)	The DDN 12 dataset is used to evaluate de-raining techniques on a large set of synthetic rainy images. Researchers employ this dataset to test the scalability and performance of feature extractors in de-raining tasks, focusing on how well these methods generalize to a broader range of synthetic data. This evaluation helps in assessing the robustness and efficiency of de-raining algorithms.
RealInt	https://doi.org/10.48550/arXiv.2404.12091 (2024)	https://doi.org/10.1109/CVPR.2017.183 (2016)	The RealInt dataset is used to evaluate de-raining techniques on real-world rainy images. Researchers focus on the practical effectiveness of feature extractors by testing their performance on this dataset. This enables the assessment of how well these methods can remove rain artifacts and improve image quality in real-world conditions.
DDN 4	https://doi.org/10.48550/arXiv.2404.12091 (2024)	https://doi.org/10.1109/CVPR.2017.183 (2016)	The DDN 4 dataset is used to evaluate de-raining performance on a limited set of synthetic rainy images. Researchers focus on the accuracy of the feature extractor, employing the dataset to assess how effectively it can isolate and correct rain artifacts. This specific application highlights the dataset's utility in refining image restoration techniques, particularly in controlled, synthetic environments.
Clean	https://doi.org/10.48550/arXiv.2404.12091 (2024)	https://doi.org/10.1109/CVPR.2017.183 (2016)	The 'Clean' dataset is used as a baseline to evaluate the quality of de-rained images by comparing them against clean images. This ensures that the feature extractor maintains image fidelity. The dataset enables researchers to assess the effectiveness of image restoration techniques, specifically focusing on de-raining, by providing a standard reference for image quality.
CelebA 1K	https://doi.org/10.48550/arXiv.2308.09388 (2023)	https://doi.org/10.1109/ICCV.2015.425 (2014)	The CelebA 1K dataset is used to test and evaluate image restoration models, specifically focusing on 4x super-resolution and zero-shot deblurring tasks. It is employed to enhance facial details and textures in celebrity images, enabling researchers to assess the performance of these models in restoring and deblurring facial features.
UCID	https://doi.org/10.48550/arXiv.2404.12091 (2024)	https://doi.org/10.1117/12.525375 (2003)	The UCID dataset is used to illustrate the potential overlap in ground truths with the BSD dataset, impacting the separation of dataset-level or density-level properties in instance-level representations. This highlights issues in embedding space separation, aiding researchers in understanding and addressing these overlaps in their methodologies.
DVD	https://doi.org/10.1109/ICCV.2019.00897 (2019)	https://doi.org/10.1109/CVPR.2017.33 (2017)	The DVD dataset is used in image restoration research, specifically for evaluating and training deblurring models. It consists of 600 images, primarily focusing on motion blur correction. Researchers select every second frame to diversify the training data and prevent overfitting, enhancing the robustness of deblurring techniques. This dataset enables the development and assessment of advanced image restoration methods by providing a diverse set of blurred images.
RealDAE	https://doi.org/10.1109/CVPR52733.2024.01482 (2024)	https://doi.org/10.1109/CVPR.2018.00494 (2018)	The RealDAE dataset is used in image restoration research, specifically for evaluating and training models on real-world degraded images. It contributes 450 real-world images to the training process, enhancing the model's performance on actual data. The dataset is crucial for assessing the effectiveness of image restoration methods on authentic, challenging test cases.
VE-LOL-L	https://doi.org/10.1109/CVPR52729.2023.00958 (2023)	https://doi.org/10.1109/TPAMI.2021.3126387 (2021)	The VE-LOL-L dataset is used for evaluating low-light video enhancement, specifically focusing on temporal consistency and visual quality in dark videos. It assesses the performance of methods like GDP in enhancing video content under low-light conditions, ensuring that the enhanced videos maintain both clarity and temporal coherence. This dataset enables researchers to rigorously test and compare different enhancement techniques in challenging lighting scenarios.
RDD	https://doi.org/10.1109/CVPR52733.2024.01482 (2024)	https://doi.org/10.1109/ICIP46576.2022.9897217 (2022)	The RDD dataset is used to train models for image restoration tasks, specifically contributing 4,371 real images to the training set. It is also utilized to train BGSNet for document shadow removal, emphasizing real-world scenarios and high-resolution images. This dataset enables researchers to develop and refine algorithms that enhance image quality and remove shadows in documents, leveraging its large, realistic image collection.
BSD-grayscale	https://doi.org/10.1109/CVPR.2019.00717 (2019)	https://doi.org/10.1109/ICCV.2001.937655 (2001)	The BSD-grayscale dataset is used for training and testing image restoration models, particularly focusing on grayscale images. It evaluates the performance of techniques such as denoising and deblurring, specifically assessing the effectiveness of the DuRN-P model in removing additive Gaussian noise at levels 30, 50, and 70. This dataset enables researchers to benchmark and compare different restoration methods in controlled conditions.
BSDS500	https://doi.org/10.1109/CVPRW63382.2024.00645 (2024)		The BSDS500 dataset is primarily used to evaluate edge detection and segmentation performance, which is crucial for assessing the effectiveness of image restoration algorithms in preserving fine image details. Researchers employ this dataset to test and compare different methodologies, focusing on how well these techniques maintain structural integrity and clarity in restored images. The dataset's rich set of annotated images enables rigorous and standardized evaluation, facilitating advancements in image processing and computer vision.
exposure correction dataset	https://doi.org/10.1109/CVPR52729.2023.01350 (2022)	https://www.semanticscholar.org/paper/5ee57b18a7be2b671ffc6f5ce5dbbe92112ee0fb (2007)	The exposure correction dataset, derived from the MIT-Adobe FiveK dataset, is used to evaluate the ShadowDiffusion model for improving image quality through exposure correction. Researchers focus on assessing the model's performance in enhancing images, specifically addressing issues related to shadow and exposure. This publicly available dataset enables rigorous evaluation and comparison of image restoration techniques.
ctest10k	https://doi.org/10.1145/3528233.3530757 (2021)	https://doi.org/10.1007/978-3-319-46493-0_35 (2016)	The ctest10k dataset is used for evaluating image restoration models, particularly focusing on the 10,000 image subset from the ImageNet validation set. It is employed to assess the performance of these models, with specific emphasis on colorization tasks. This dataset enables researchers to benchmark and compare different image restoration techniques, ensuring robust evaluation through a standardized set of images.
MS-COCO	https://doi.org/10.1145/3528233.3530757 (2021), https://doi.org/10.1007/978-3-031-73661-2_25 (2023)	https://doi.org/10.1109/TMM.2019.2895280 (2019)	The MS-COCO dataset is used for training and evaluation in image restoration research. It features a large-scale collection of images with diverse annotations, enabling the selection of image-prompt pairs from the validation set to assess restoration methods, particularly focusing on common objects in context. This dataset's extensive and varied content supports robust model training and evaluation.
Rain-1 Drop	https://doi.org/10.48550/arXiv.2503.10120 (2025)	https://www.semanticscholar.org/paper/c7798bbbcd2e85593a2b2d37b92dabac63420cd8 (2018)	The Rain-1 Drop dataset is used to train and evaluate models for raindrop removal from images, focusing on realistic raindrop effects. This dataset enables researchers to develop and test algorithms that enhance image quality by removing raindrops, addressing the specific challenge of realistic raindrop simulation in image restoration tasks.
SNOW 100K	https://doi.org/10.1109/TCSVT.2024.3429557 (2024)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The SNOW 100K dataset is used to evaluate model performance in complex snow scenarios, focusing on the effectiveness of models in addressing intricate snow degradations. This dataset enables researchers to test and validate their models against challenging snow conditions, ensuring robustness and reliability in image restoration tasks.
MEF	https://doi.org/10.1109/CVPR52733.2024.02404 (2024)	https://doi.org/10.1109/TIP.2013.2261309 (2013)	The MEF dataset is used to evaluate multi-exposure image fusion techniques, specifically focusing on perceptual quality and the preservation of naturalness in real-world scenarios. Researchers employ this dataset to assess and compare different fusion methods, ensuring that the resulting images maintain high visual fidelity and realism. This evaluation helps in advancing image processing algorithms for practical applications.
NPE	https://doi.org/10.1109/CVPR52733.2024.02404 (2024)	https://doi.org/10.1109/TIP.2013.2261309 (2013)	The NPE dataset is used to evaluate non-uniform illumination image enhancement techniques, focusing on preserving naturalness and enhancing visual quality in images with challenging lighting conditions. Researchers employ this dataset to assess the effectiveness of their methods in improving image appearance while maintaining realistic and natural visual attributes.
DICM	https://doi.org/10.1109/CVPR52733.2024.02404 (2024)	https://doi.org/10.1109/TIP.2013.2261309 (2013)	The DICM dataset is used to test image restoration methods in real-world settings, particularly focusing on scenarios where ground truth data is unavailable. This dataset enables researchers to evaluate the practical applicability and robustness of their restoration techniques in more realistic conditions, enhancing the reliability of image restoration methods.
