Analysis_Source	Name (extracted)	Citing Article	Citied Article	Features	Name_Variants	Homepage_URL
cited_context	NFS	https://doi.org/10.1109/ICCV.2019.00897 (2019)	https://doi.org/10.1109/CVPR.2017.33 (2017)	The NFS dataset is used to train deblurring models in image restoration research. Researchers select every tenth frame from the dataset to ensure a diverse training set, which helps prevent overfitting. This method leverages the dataset's temporal diversity to enhance model generalization and effectiveness in deblurring tasks.		
cited_context | citing_context	Nh-Haze	https://doi.org/10.48550/arXiv.2503.09403 (2025), https://doi.org/10.48550/arXiv.2506.16960 (2025), https://doi.org/10.1109/TCSVT.2024.3429557 (2024) (+1), https://doi.org/10.1109/TCSVT.2024.3429557 (2024), https://doi.org/10.1109/TPAMI.2023.3330416 (2023), https://doi.org/10.1109/TPAMI.2024.3419007 (2024) (+5)	https://doi.org/10.1109/CVPRW50498.2020.00230 (2020), https://doi.org/10.1109/TIP.2018.2867951 (2017)	The NH-HAZE dataset is primarily used for non-homogeneous dehazing research, providing paired hazy and haze-free images to evaluate dehazing algorithms. It is utilized to assess the performance of models under varying conditions, focusing on the restoration of clear and sharp images from real-world hazy environments. This dataset enables researchers to test and compare dehazing methods effectively.; The NH-HAZE dataset is primarily used for evaluating and testing dehazing algorithms on real-world hazy images, particularly in outdoor and natural environments. It serves as a benchmark for assessing the robustness, effectiveness, and performance of dehazing techniques, often focusing on metrics like PSNR to measure image quality improvement. The dataset includes both hazy and haze-free images, enabling researchers to compare and validate dehazing methods under diverse conditions.	NH-HAZE	
cited_context | citing_context	Nhr	https://doi.org/10.1109/TCSVT.2024.3429557 (2024), https://doi.org/10.1109/TIP.2025.3572788 (2025), https://doi.org/10.24963/ijcai.2024/80 (2024), https://doi.org/10.1109/TPAMI.2023.3330416 (2023), https://doi.org/10.1109/TPAMI.2024.3419007 (2024) (+2)	https://doi.org/10.1145/3394171.3413763 (2020)	The NHR dataset is primarily used for training and evaluating models in nighttime dehazing tasks. It provides real-world nighttime hazy images to assess the performance of proposed methods, focusing on enhancing visibility and color fidelity. This dataset enables researchers to test and refine dehazing algorithms specifically tailored for low-light conditions.; The NHR dataset is primarily used for evaluating and comparing nighttime image dehazing algorithms. It contains 16,146 training and 1,794 testing image pairs, providing both synthetic and real-world hazy images. Researchers use it to assess dehazing performance, focusing on techniques like high-low frequency decomposition, grayscale-color networks, and state-of-the-art models such as CSNet. The dataset enables detailed comparisons of various dehazing methods, particularly under low-light conditions, and supports the development of more effective nighttime image restoration techniques.	NHR	
cited_context | citing_context	Npe	https://doi.org/10.48550/arXiv.2410.15385 (2024), https://doi.org/10.1109/CVPR52733.2024.02404 (2024)	https://doi.org/10.1109/TIP.2018.2867951 (2017), https://doi.org/10.1109/TIP.2013.2261309 (2013)	The NPE dataset is used for low-light image enhancement, focusing on noise reduction and detail preservation in low-light conditions. Researchers employ this dataset to develop and evaluate algorithms that improve image quality in dimly lit environments, addressing specific challenges such as noise and loss of detail. The dataset's emphasis on these aspects enables robust testing and validation of enhancement techniques.; The NPE dataset is used to evaluate non-uniform illumination image enhancement techniques, focusing on preserving naturalness and enhancing visual quality in images with challenging lighting conditions. Researchers employ this dataset to assess the effectiveness of their methods in improving image appearance while maintaining realistic and natural visual attributes.	NPE	
cited_context | citing_context	Ntire	https://doi.org/10.48550/arXiv.2404.02154 (2024), https://doi.org/10.48550/arXiv.2404.02154 (2024), https://doi.org/10.1109/CVPR52729.2023.00958 (2023)	https://doi.org/10.1109/CVPRW53098.2021.00074 (2021)	The NTIRE dataset is used to provide high-quality, high-resolution natural images for training and evaluation in image restoration tasks. It supports the development and assessment of algorithms designed to enhance image quality, focusing on restoring degraded images to their original state. This dataset enables researchers to benchmark and compare the performance of different restoration techniques effectively.; The NTIRE dataset is used to provide high-quality, high-resolution natural images for training and evaluating image restoration models. It supports tasks such as low-light enhancement and HDR recovery, enabling researchers to demonstrate superior qualitative and quantitative performance compared to zero-shot baselines. The dataset's high-resolution images facilitate robust model training and rigorous performance evaluation in these specific restoration tasks.	NTIRE	
cited_context	NTIRE 2023 Stereo Image Super-Resolution Challenge	https://doi.org/10.1109/CVPRW59228.2023.00169 (2023)		The NTIRE 2023 Stereo Image Super-Resolution Challenge dataset is primarily used for evaluating and benchmarking stereo image super-resolution techniques. It provides researchers with a standardized set of low-resolution stereo image pairs to upscale, enabling the comparison of different super-resolution algorithms. The dataset's focus on stereo images allows for the assessment of depth and disparity accuracy in high-resolution outputs, facilitating advancements in 3D imaging and computer vision tasks.		
cited_context	NYU V2	https://doi.org/10.1109/TCSVT.2023.3286405 (2024)	https://doi.org/10.1007/978-3-642-33715-4_54 (2012)	The NYU V2 dataset is primarily used to synthesize the RESIDE dataset, which provides indoor RGBD images. These images are utilized for segmentation tasks and support inference, enabling researchers to develop and evaluate algorithms that can accurately segment and interpret indoor environments. The dataset's rich RGBD data facilitates robust training and testing of computer vision models.		
cited_context	NYU-Depth v2	https://doi.org/10.48550/arXiv.2409.15278 (2024)	https://doi.org/10.1007/978-3-642-33715-4_54 (2012)	The NYU-Depth v2 dataset is primarily used for surface normal estimation, leveraging its high-resolution RGB-D images of indoor scenes. Researchers employ this dataset to develop and evaluate algorithms that accurately estimate surface normals from depth and color data, enhancing the understanding of 3D scene geometry in indoor environments. The dataset's rich visual and depth information enables robust training and testing of these algorithms, contributing to advancements in computer vision and robotics.		
cited_context	NYUv2	https://doi.org/10.48550/arXiv.2409.15278 (2024)	https://doi.org/10.1007/978-3-642-33715-4_54 (2012)	The NYUv2 dataset is utilized for monocular depth estimation and surface normal estimation, primarily in indoor scenes. It provides RGB-D images, which are used to evaluate image restoration techniques. The dataset's detailed RGBD images and surface normals enable researchers to assess and improve algorithms for these specific tasks, enhancing the accuracy of depth and normal predictions in indoor environments.		
cited_context | citing_context	O-Haze	https://doi.org/10.48550/arXiv.2505.21637 (2025), https://doi.org/10.1109/TPAMI.2025.3562211 (2024), https://doi.org/10.48550/arXiv.2411.17687 (2024) (+2), https://doi.org/10.1109/TPAMI.2024.3419007 (2024), https://doi.org/10.24963/ijcai.2024/80 (2024), https://doi.org/10.1109/TCSVT.2024.3429557 (2024) (+1)	https://doi.org/10.1109/CVPRW.2018.00119 (2018), https://doi.org/10.1007/978-3-030-01449-0_52 (2018)	The O-HAZE dataset is primarily used for evaluating dehazing algorithms on real-world hazy and haze-free outdoor images. It provides a benchmark for assessing the performance and generalization of these algorithms under realistic conditions, often comparing them with state-of-the-art methods. The dataset's real-world images enable researchers to test and validate dehazing techniques, focusing on practical applications and performance metrics such as PSNR gains.; The O-HAZE dataset is used to assess and validate the performance of dehazing algorithms on real-world outdoor hazy images. It provides realistic conditions and challenging scenarios, enabling researchers to evaluate the effectiveness of their methods in removing haze. The dataset includes both hazy and haze-free images, facilitating direct comparisons and performance metrics such as PSNR improvements.	O-HAZE	
cited_context	ORD database	https://doi.org/10.1109/ICCV51070.2023.01983 (2023)	https://doi.org/10.1109/CVPR52688.2022.01713 (2022)	The ORD database is used to evaluate the performance of multi-weather image restoration methods, specifically focusing on object detection and depth estimation in both degraded and restored images. This dataset enables researchers to assess how well restoration techniques improve image quality under various weather conditions, enhancing the accuracy of subsequent computer vision tasks.		
cited_context	OSR	https://doi.org/10.1109/CVPR52733.2024.01482 (2024)	https://doi.org/10.1109/CVPR.2018.00252 (2018)	The OSR dataset is used as part of the testing set for image restoration, contributing 237 images to evaluate the performance of proposed methods. It enables researchers to assess the effectiveness of their restoration techniques by providing a standardized set of images for benchmarking.		
cited_context	OST	https://doi.org/10.1109/CVPRW59228.2023.00178 (2023), https://doi.org/10.1109/ICCV51070.2023.00495 (2023)	https://doi.org/10.1109/CVPR.2018.00070 (2018)	The OST dataset is used to evaluate and assess image restoration algorithms, particularly focusing on the reconstruction task in image super-resolution and the restoration of textures and details in outdoor scenes. It contains 300 images with rich textures, enabling researchers to test and improve the performance of deep spatial feature transform methods in realistic texture recovery.		
cited_context | citing_context	Ots	https://doi.org/10.1109/TCSVT.2023.3299324 (2024)	https://doi.org/10.1109/CVPR.2018.00079 (2018)	The OTS dataset is primarily used for training and evaluating haze removal algorithms, specifically focusing on outdoor synthetic hazy images. Researchers employ this dataset to develop and test algorithms that enhance image clarity by removing haze, contributing to advancements in image restoration techniques. The synthetic nature of the dataset allows for controlled experimentation and robust algorithm validation.; The OTS dataset is primarily used for training and evaluating image deraining algorithms, specifically focusing on outdoor scenes with synthetic rain. This dataset enables researchers to assess the performance of deraining techniques in realistic outdoor environments, contributing to advancements in image restoration and enhancement methodologies.	OTS	
citing_context	OTS dataset of RESIDE-β	https://doi.org/10.48550/arXiv.2408.15994 (2024)	https://doi.org/10.1109/ICCV.2001.937655 (2001)	The OTS dataset of RESIDE-β is primarily used for training image dehazing models, providing a large set of paired images that facilitate the development and improvement of these models. This dataset enables researchers to enhance the clarity of hazy images by training algorithms to effectively remove atmospheric haze, thereby improving image quality and visual clarity.		
cited_context	our unpaired training set	https://doi.org/10.1109/TIP.2021.3051462 (2019)	https://www.semanticscholar.org/paper/c7798bbbcd2e85593a2b2d37b92dabac63420cd8 (2018)	The 'our unpaired training set' dataset is used to train a vanilla CycleGAN for low-light image enhancement. It is employed to compare the performance of this method against other techniques such as RetinexNet, SRIE, LIME, and NPE. This dataset enables researchers to evaluate and benchmark different low-light image enhancement approaches, focusing on the effectiveness and efficiency of CycleGAN in this context.		
cited_context	Outdoor	https://doi.org/10.1109/TIP.2024.3368961 (2023)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The 'Outdoor' dataset is used to train models on heavy rain images containing rain streaks and haze, enhancing the model's performance in complex weather conditions. This dataset specifically supports research in image restoration under challenging environmental scenarios, focusing on improving visual clarity and detail recovery in adverse weather.		
citing_context	Outdoor Training Set (OTS)	https://doi.org/10.1109/TCSVT.2024.3519352 (2025)	https://doi.org/10.1109/TIP.2018.2867951 (2017)	The Outdoor Training Set (OTS) is primarily used for training dehazing models on outdoor scenes. It offers a wide range of environmental conditions and lighting, enabling researchers to develop and test algorithms that effectively remove haze from images. This dataset supports the creation of robust dehazing models by providing diverse and realistic scenarios.		
cited_context | citing_context	Outdoor-Rain	https://doi.org/10.48550/arXiv.2410.15067 (2024), https://doi.org/10.48550/arXiv.2504.05135 (2025), https://doi.org/10.48550/arXiv.2506.16960 (2025) (+2), https://doi.org/10.48550/arXiv.2410.15067 (2024), https://doi.org/10.1109/TPAMI.2023.3238179 (2022), https://doi.org/10.48550/arXiv.2305.17863 (2023) (+5)	https://doi.org/10.1109/CVPR.2018.00263 (2017), https://doi.org/10.1109/CVPR.2019.00173 (2019)	The Outdoor-Rain dataset is primarily used for rain removal in outdoor scenes, focusing on realistic rain effects and their impact on image quality. It is employed to train and evaluate rain removal algorithms, using both synthetic and real rain images to enhance image clarity and model robustness in various rainy conditions, including heavy rain with streaks and haze. The dataset supports deraining tasks by providing real-world outdoor rain images, enabling researchers to test and improve the performance of rain removal techniques.; The Outdoor-Rain dataset is primarily used for training and evaluating image restoration models focused on rain removal from outdoor scenes. It contains real-world outdoor rain images, which are utilized to test model robustness and performance in deraining tasks. The dataset supports methodologies such as physics models, conditional adversarial learning, and generative modeling with GANs, enabling researchers to enhance image quality and compare the effectiveness of different restoration techniques.	Outdoor-Rain	
cited_context	Outdoor-Rain dataset	https://doi.org/10.48550/arXiv.2305.17863 (2023)	https://doi.org/10.1109/CVPR.2019.00173 (2019)	The Outdoor-Rain dataset is mentioned in the citation context but lacks detailed descriptions of its usage in research. Therefore, there is no specific evidence to indicate how it is used, the methodologies employed, or the research questions it addresses. Its role in All-in-One Image Restoration or any other research area is not substantiated by the provided information.		
cited_context	Outdoor-Rain test images	https://doi.org/10.1109/TPAMI.2023.3238179 (2022)	https://doi.org/10.1109/CVPR.2019.00173 (2019)	The 'Outdoor-Rain test images' dataset is used to evaluate the performance of rain image restoration models, particularly in comparing RainHazeDiff64 against HRGAN and MPRNet. Visual quality assessments are employed to assess model effectiveness. This dataset enables researchers to benchmark and refine algorithms designed to restore images degraded by rain, focusing on enhancing visual clarity and detail.		
cited_context	Outdoor-Rain test samples	https://doi.org/10.1109/TPAMI.2023.3238179 (2022)	https://doi.org/10.1109/CVPR.2019.00173 (2019)	The 'Outdoor-Rain test samples' dataset is used to qualitatively evaluate and compare the performance of different models, such as the best model, HRGAN, and MPRNet, in heavy rain image restoration. Research focuses on visual quality and detail preservation, employing the dataset to assess and contrast the effectiveness of these models in restoring images degraded by heavy rain.		
cited_context	Outdoor-Rain-Test	https://doi.org/10.48550/arXiv.2305.17863 (2023)	https://doi.org/10.1109/CVPR.2019.00173 (2019)	The Outdoor-Rain-Test dataset is used for evaluating image restoration models, particularly in outdoor scenes affected by haze and rain. It focuses on assessing the quality of dehazing and restoration under real-world degradation conditions, especially heavy rain. This dataset enables researchers to test and compare the effectiveness of various image restoration methods in challenging environmental scenarios.		
cited_context | citing_context	Perceive-Ir	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The Perceive-IR dataset is used to assess and test perception-driven image restoration methods, focusing on enhancing visual quality. It enables researchers to evaluate the effectiveness of these methods by providing a benchmark for visual improvement, ensuring that restored images meet high perceptual standards.; The Perceive-IR dataset is used for perceptual image restoration, specifically to enhance visual quality and realism. It is employed to evaluate image restoration methods, focusing on how well these methods improve the perceptual quality and realism of images for human observers. This dataset enables researchers to assess and compare different restoration techniques based on their ability to produce visually pleasing results.	Perceive-IR	
cited_context	PieAPP	https://www.semanticscholar.org/paper/f942a4a56e6549c83844747ad6c4ae58000b2988 (2020)	https://doi.org/10.1109/CVPR.2018.00194 (2018)	The PieAPP dataset is used to assess perceptual errors in image restoration by conducting pairwise comparisons to evaluate human preference and perception of image quality. It focuses on measuring the differences between restored and original images, enabling researchers to refine restoration techniques based on human visual preferences.		
cited_context | citing_context	Pip	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024), https://doi.org/10.1007/978-3-031-72764-1_1 (2024)	The PIP dataset is used to evaluate and test image restoration methods, focusing on their ability to handle multiple and complex degradations simultaneously. This dataset enables researchers to assess the effectiveness of restoration techniques in diverse and challenging scenarios, ensuring robust performance across various image degradations.; The PIP dataset is used in research to test and evaluate image restoration algorithms, focusing on tasks such as image inpainting and handling complex degradations. It is employed to assess the performance of methods in filling in missing regions and addressing various types of image degradation, enabling researchers to compare and improve restoration techniques.	PIP	
cited_context	PIPAL full set	https://doi.org/10.1007/978-3-030-58621-8_37 (2020)	https://www.semanticscholar.org/paper/8c92054c26fb4c6dd7435bc99fbb8af3323eae1b (2019)	The PIPAL full set dataset is used to evaluate the performance of anti-aliasing pooling layers in image quality assessment, specifically focusing on full-reference image distortions. This dataset enables researchers to assess and compare different anti-aliasing techniques by providing a comprehensive set of distorted images and their corresponding reference images, facilitating the development and validation of image quality metrics.		
cited_context	Places2	https://doi.org/10.1145/3528233.3530757 (2021)	https://doi.org/10.1109/ICCV.2019.01062 (2019)	The Places2 dataset is primarily used for evaluating and training image extension methods, particularly uncropping and outpainting techniques. It supports research by providing a diverse set of images, enabling comparisons of performance across different categories and methodologies, such as generative adversarial networks. The dataset facilitates the assessment of image quality metrics and the effectiveness of various image extension approaches.		
citing_context	POLED	https://doi.org/10.48550/arXiv.2505.18047 (2025)	https://doi.org/10.1109/CVPR46437.2021.00912 (2021)	The POLED dataset is used to evaluate models' generalization capabilities on real-world under-display camera images from OLED displays. Researchers focus on assessing image clarity and noise reduction, employing the dataset to test and validate the performance of their models in enhancing image quality under specific display conditions.		
cited_context	Poly	https://doi.org/10.1109/TNNLS.2021.3131739 (2020)	https://doi.org/10.1109/ICCV.2001.937655 (2001)	The Poly dataset is used in image restoration research, specifically to provide real noisy images. It consists of cropped patches of 512 × 512 pixels, which are utilized to enhance the quality of degraded images. This dataset enables researchers to test and develop algorithms for noise reduction and image enhancement, focusing on improving the fidelity of restored images.		
cited_context	polyU Real World Noisy Images Dataset	https://doi.org/10.48550/arXiv.2306.05390 (2023)	https://www.semanticscholar.org/paper/fb52f9294fa1cd83660eccac486367eac01ea32d (2018)	The polyU Real World Noisy Images Dataset is used to train color denoising models, specifically focusing on real-world noisy images. This dataset enhances the denoising performance in practical scenarios by providing realistic noise patterns, enabling researchers to develop more effective and robust image restoration techniques.		
cited_context	Postcard dataset	https://doi.org/10.1109/TCSVT.2023.3286405 (2024)	https://doi.org/10.1109/ICCV.2017.423 (2017)	The Postcard dataset is used to assess and test image restoration techniques, particularly focusing on the preservation of fine details and color accuracy in 199 triplet images from postcards. It evaluates algorithm performance, including single-image reflection removal, using metrics like PSNR to measure effectiveness. This dataset challenges researchers to improve restoration methods while maintaining high visual quality.		
cited_context | citing_context	Promptir	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024), https://doi.org/10.1007/978-3-031-72764-1_1 (2024)	The PromptIR dataset is used to assess and evaluate prompt-based image restoration techniques, focusing on diverse image degradations. It enables researchers to test and compare image restoration methods, particularly those that incorporate prompts, to address various degradation issues. This dataset supports the development and refinement of prompt-based approaches in image restoration.; The PromptIR dataset is used to evaluate and enhance image restoration methods, particularly focusing on instruction-based and prompt-driven approaches. It supports research in human-guided and adaptive restoration techniques, aiming to generate high-quality restored images. This dataset facilitates the assessment of these methodologies by providing a platform for testing and comparing different restoration algorithms.	PromptIR	
cited_context	RAIN 100L	https://doi.org/10.1109/TPAMI.2023.3330416 (2023)	https://doi.org/10.1109/TCSVT.2019.2920407 (2017)	The RAIN 100L dataset is used to evaluate the performance of rain removal algorithms, specifically focusing on synthetic rain images with varying intensities and complexities. This dataset enables researchers to test and compare different methodologies for rain removal, ensuring robustness across diverse rain conditions.		
cited_context	Rain In Driving (RID)	https://doi.org/10.1109/ICCV51070.2023.01983 (2023)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The Rain In Driving (RID) dataset is utilized to evaluate rain removal techniques in driving scenarios. It focuses on analyzing the impact of these techniques on visibility and safety. The dataset enables researchers to assess how effectively different methods can enhance image clarity and, consequently, improve driving conditions during rainy weather.		
cited_context	Rain-1 Drop	https://doi.org/10.48550/arXiv.2503.10120 (2025)	https://www.semanticscholar.org/paper/c7798bbbcd2e85593a2b2d37b92dabac63420cd8 (2018)	The Rain-1 Drop dataset is used to train and evaluate models for raindrop removal from images, focusing on realistic raindrop effects. This dataset enables researchers to develop and test algorithms that enhance image quality by removing raindrops, addressing the specific challenge of realistic raindrop simulation in image restoration tasks.		
cited_context | citing_context	Rain-Haze-Noise-Blur-Dark	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2403.14614 (2024), https://doi.org/10.48550/arXiv.2401.13221 (2024)	The 'rain-haze-noise-blur-dark' dataset is used to evaluate image restoration techniques and all-in-one image restoration models. It focuses on images degraded by rain, haze, noise, blur, and low-light conditions. This dataset enables researchers to assess the effectiveness of restoration methods in handling multiple degradations simultaneously, providing a comprehensive evaluation framework for advanced image restoration algorithms.; The 'rain-haze-noise-blur-dark' dataset is used for comprehensive image restoration research, focusing on handling multiple degradations such as rain, haze, noise, blur, and low light. It is employed to test and evaluate image restoration algorithms and models designed to address these combined degradations, enabling researchers to assess the effectiveness of all-in-one restoration techniques.	rain-haze-noise-blur-dark	
cited_context | citing_context	Rain-Haze-Snow	https://doi.org/10.48550/arXiv.2505.12630 (2025), https://doi.org/10.1109/CVPR52729.2023.00563 (2023), https://doi.org/10.1109/CVPR52729.2023.00563 (2023), https://doi.org/10.48550/arXiv.2505.12630 (2025)	https://doi.org/10.1109/cvpr42600.2020.00324 (2020)	The 'Rain-Haze-Snow' dataset is used to train and evaluate machine learning models for removing weather-based degradations such as rain, haze, and snow from images. It supports a single-encoder, multi-decoder framework and is utilized in neural architecture search for all-in-one image restoration, focusing on these specific weather conditions. This dataset enables researchers to develop and test models that can handle multiple types of image degradations simultaneously.; The 'Rain-Haze-Snow' dataset is used to train and evaluate machine learning models for all-in-one image restoration, specifically targeting rain, haze, and snow removal. It supports neural architecture search methods and single-encoder, multi-decoder frameworks, enabling researchers to develop and test algorithms that effectively handle multiple weather-based image degradations.	Rain-Haze-Snow	
cited_context	rain-streak datasets	https://doi.org/10.1109/ICCV48922.2021.00231 (2021)	https://doi.org/10.1109/CVPR.2017.186 (2017)	Rain-streak datasets are used to train deep detail networks for removing rain streaks from single images. The focus is on addressing degradation patterns and preserving image details. These datasets enable researchers to develop and refine algorithms that enhance image quality by effectively eliminating rain streaks, thereby improving the clarity and usability of images in various applications.		
cited_context	Rain/HazeCityscapes	https://doi.org/10.48550/arXiv.2312.16610 (2023)	https://doi.org/10.1109/CVPR.2019.00821 (2019)	The Rain/HazeCityscapes dataset is used to evaluate the performance of image restoration techniques, specifically focusing on deweathering and segmentation accuracy under rain and haze conditions. Researchers employ this dataset to test and compare algorithms designed to enhance image quality and maintain segmentation accuracy in adverse weather scenarios. The dataset's inclusion of diverse weather conditions enables robust assessment of these methodologies.		
cited_context | citing_context	Rain100	https://doi.org/10.48550/arXiv.2310.10123 (2023), https://doi.org/10.48550/arXiv.2310.10123 (2023), https://doi.org/10.48550/arXiv.2312.01677 (2023)	https://doi.org/10.1109/CVPR.2017.35 (2016)	The Rain100 dataset is primarily used for rain removal research, focusing on the elimination of rain streaks from images. It is employed to test and evaluate the effectiveness of various image restoration techniques in removing rain artifacts. This dataset enables researchers to assess the performance of their methods in enhancing image clarity and quality under rainy conditions.; The Rain100 dataset is used for evaluating rain removal techniques in image restoration. It contains both synthetic and real rain streaks, enabling researchers to test the deraining capabilities of models like DINO-IR on unseen data with rain degradation. This dataset facilitates the assessment of model performance in removing rain artifacts, enhancing image clarity and quality.	Rain100	
cited_context	Rain100 L	https://doi.org/10.1109/TIV.2023.3347952 (2024)	https://doi.org/10.18535/ijecs/v5i1.12 (2016)	The Rain100 L dataset is used to train and evaluate the AirNet model, specifically addressing overfitting issues in image de-raining. The dataset employs attention mechanisms and contrastive learning to enhance the model's performance. It is crucial for assessing the effectiveness of these techniques in removing rain from images, making it a valuable resource for improving image restoration algorithms.		
cited_context | citing_context	Rain100H	https://doi.org/10.48550/arXiv.2411.18412 (2024), https://doi.org/10.48550/arXiv.2410.15067 (2024), https://doi.org/10.1109/TCSVT.2023.3299324 (2024) (+3), https://doi.org/10.1109/TMM.2024.3407656 (2024), https://www.semanticscholar.org/paper/6af728164e4424218967fd356b3448f5037acd88 (2023), https://doi.org/10.48550/arXiv.2503.10120 (2025) (+12)	https://doi.org/10.1109/CVPR.2017.183 (2016), https://doi.org/10.1109/CVPR.2018.00079 (2018)	The Rain100H dataset is primarily used for training and evaluating rain removal algorithms, focusing on high-resolution images with synthetic and heavy rain streaks. It challenges and refines models by providing a large set of rain-streaked images, enabling researchers to assess the effectiveness of deraining techniques in both synthetic and real-world scenarios.; The Rain100H dataset is primarily used for training and evaluating rain removal algorithms, particularly focusing on high-resolution images with heavy and synthetic rain. It assesses the performance of deraining methods using metrics like PSNR and SSIM, emphasizing the effectiveness in removing rain streaks and preserving image details. This dataset enables researchers to test and improve deraining techniques in challenging rain conditions.	Rain100H	
cited_context | citing_context	Rain100L	https://doi.org/10.48550/arXiv.2410.15067 (2024), https://doi.org/10.1109/TPAMI.2025.3562211 (2024), https://doi.org/10.1109/CVPR52688.2022.01693 (2022) (+28), https://doi.org/10.48550/arXiv.2410.15067 (2024), https://doi.org/10.48550/arXiv.2405.02843 (2024), https://doi.org/10.1109/CVPR52688.2022.01693 (2022) (+26)	https://doi.org/10.1109/TIP.2018.2867951 (2017), https://doi.org/10.1109/CVPR.2017.183 (2016)	The Rain100L dataset is primarily used for image deraining, focusing on the removal of rain streaks to enhance image clarity. It consists of 200 clean-rainy image pairs for training and 100 pairs for testing. Researchers employ deep multi-scale convolutional neural networks and other models to train, test, and evaluate deraining performance, often in single-task settings. The dataset is used for ablation experiments, visual comparisons with state-of-the-art methods, and assessing PSNR gains, specifically in the context of synthetic rainy images.; The Rain100L dataset is primarily used for testing and evaluating rain removal algorithms, with a focus on both light and heavy rain conditions. It is employed in training and assessing deraining techniques, particularly for low-resolution images with synthetic rain. The dataset includes 100 pairs of original and rainy images, enabling researchers to measure restoration quality using metrics like PSNR and SSIM. It serves as a benchmark for single-task deraining, evaluating the effectiveness and performance of various methods.	Rain100L	
cited_context | citing_context	Rain12	https://doi.org/10.1109/TCSVT.2023.3299324 (2024), https://doi.org/10.48550/arXiv.2406.18242 (2024), https://doi.org/10.1109/TCSVT.2024.3398810 (2023), https://doi.org/10.1109/TCSVT.2023.3299324 (2024), https://doi.org/10.48550/arXiv.2306.05390 (2023), https://doi.org/10.1109/CVPR52688.2022.01688 (2022) (+1)	https://doi.org/10.1109/TCSVT.2019.2920407 (2017), https://doi.org/10.1109/CVPR.2016.299 (2016)	The Rain12 dataset is used for training and evaluating rain removal algorithms, particularly focusing on real-world rain images. It serves as a benchmark for deraining models, enabling researchers to test and improve methods for removing rain streaks from images using techniques such as conditional generative adversarial networks. The dataset's challenging rainy images facilitate the development of robust deraining algorithms.; The Rain12 dataset is used for training and evaluating rain removal algorithms, particularly focusing on a small set of challenging and high-quality rainy images. It serves as a specialized subset within larger datasets like Rain13K, enabling detailed performance analysis and the development of models for rain streak removal in both synthetic and real-world images. The dataset's size and quality make it suitable for refining and testing layer priors in deraining techniques.	Rain12	
cited_context | citing_context	Rain1200	https://doi.org/10.1109/TCSVT.2023.3299324 (2024), https://doi.org/10.48550/arXiv.2504.09973 (2025), https://doi.org/10.1109/TCSVT.2023.3299324 (2024), https://doi.org/10.48550/arXiv.2407.04621 (2024), https://doi.org/10.48550/arXiv.2306.05390 (2023)	https://doi.org/10.1109/CVPR.2018.00079 (2018), https://doi.org/10.1109/TIP.2018.2806202 (2017)	The Rain1200 dataset is used for training and evaluating rain removal algorithms, specifically focusing on synthetic rain images with varying intensities. It is employed to synthesize images with rain degradation to assess the performance of image restoration techniques, particularly in de-raining applications. This dataset enables researchers to test and improve the effectiveness of algorithms in removing rain from images, enhancing their quality and usability.; The Rain1200 dataset is primarily used for training and evaluating rain removal algorithms, focusing on synthetic rain images. It is employed to test the capability of models like OneRestore in removing rain streaks and restoring clean images. The dataset's large set of synthetic rainy images enables researchers to assess the performance and effectiveness of deraining models.	Rain1200	
cited_context | citing_context	Rain13K	https://doi.org/10.48550/arXiv.2409.19403 (2024), https://doi.org/10.48550/arXiv.2411.17687 (2024), https://doi.org/10.48550/arXiv.2505.18047 (2025), https://doi.org/10.48550/arXiv.2306.05390 (2023), https://doi.org/10.1109/CVPRW53098.2021.00027 (2021), https://doi.org/10.48550/arXiv.2409.19403 (2024) (+3)	https://doi.org/10.1109/CVPR.2017.35 (2016), https://doi.org/10.1109/CVPR46437.2021.01458 (2021)	The Rain13k dataset is used for training and testing deraining models, specifically to remove rain streaks and improve image clarity. It consists of 13,711 training images and 4,298 test images, providing a large set of paired rainy and clean images. This dataset enables researchers to develop and evaluate deraining algorithms effectively.; The Rain13K dataset is primarily used for deraining tasks, providing a large-scale collection of paired rainy and clean images. It is employed to train and evaluate deraining algorithms, focusing on diverse rain models and progressive image restoration techniques to improve the quality of rain removal. The dataset's extensive size and inclusion of both synthetic and real-world images enhance its utility in assessing the effectiveness of restoration methods.	Rain13K, Rain13k	
